0,63.0,61.0,13.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,53.0,61.0,61.0,61.0,61.0,88.0,18.0,1.0,1.0,1.0,1.0,23.0,5.0,89.0,89.0,114.0,114.0,49.0,37.0,37.0,37.0,50.0,4.0,37.0,37.0,43.0,13.0,13.0,18.0,18.0,18.0,74.0,74.0,74.0,13.0,13.0,5.0,5.0,5.0,63.0,63.0,63.0,26.0,26.0,41.0,41.0,11.0,9.0,9.0,37.0,80.0,80.0,9.0,9.0,9.0,131.0,131.0,131.0,132.0,132.0,58.0,58.0,58.0,28.0,91.0,91.0,77.0,77.0,77.0,0.0,0.0,0.0,37.0,37.0,40.0,88.0,88.0,1.0,1.0,0.0,23.0,34.0,89.0,9.0,114.0,114.0,114.0,37.0,37.0,50.0,13.0,50.0,37.0,37.0,91.0,13.0,13.0,18.0,40.0,18.0,74.0,8.0,13.0,23.0,13.0,5.0,1.0,63.0,21.0,1.0,26.0,26.0,41.0,41.0,9.0,9.0,9.0,80.0,80.0,80.0,9.0,9.0,21.0
1,61.0,47.0,13.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,21.0,61.0,88.0,88.0,1.0,1.0,1.0,1.0,23.0,23.0,89.0,29.0,114.0,114.0,114.0,37.0,37.0,37.0,50.0,50.0,37.0,37.0,33.0,13.0,13.0,18.0,18.0,18.0,74.0,74.0,74.0,13.0,13.0,5.0,9.0,5.0,39.0,63.0,18.0,26.0,26.0,41.0,41.0,41.0,9.0,9.0,9.0,80.0,1.0,26.0,9.0,9.0,85.0,111.0,131.0,12.0,132.0,58.0,58.0,24.0,91.0,91.0,91.0,35.0,77.0,77.0,0.0,0.0,0.0,37.0,37.0,22.0,88.0,5.0,21.0,1.0,0.0,20.0,23.0,31.0,89.0,114.0,114.0,114.0,37.0,37.0,50.0,50.0,50.0,37.0,37.0,13.0,13.0,37.0,19.0,13.0,18.0,98.0,74.0,13.0,13.0,13.0,5.0,5.0,63.0,63.0,63.0,38.0,26.0,41.0,12.0,52.0,42.0,9.0,80.0,30.0,80.0,9.0,9.0,106.0
2,61.0,61.0,13.0,61.0,62.0,61.0,61.0,54.0,61.0,61.0,33.0,132.0,61.0,43.0,61.0,88.0,88.0,23.0,1.0,51.0,1.0,23.0,23.0,89.0,89.0,114.0,114.0,114.0,37.0,37.0,5.0,50.0,50.0,80.0,2.0,37.0,13.0,13.0,18.0,18.0,18.0,74.0,74.0,15.0,13.0,13.0,5.0,5.0,5.0,63.0,63.0,63.0,26.0,26.0,41.0,36.0,41.0,9.0,9.0,9.0,80.0,80.0,9.0,9.0,9.0,131.0,131.0,131.0,132.0,132.0,12.0,58.0,58.0,91.0,91.0,121.0,77.0,77.0,77.0,0.0,0.0,0.0,37.0,17.0,88.0,88.0,11.0,1.0,68.0,23.0,23.0,23.0,78.0,89.0,114.0,114.0,114.0,37.0,37.0,50.0,50.0,50.0,37.0,37.0,13.0,13.0,13.0,18.0,18.0,18.0,74.0,74.0,13.0,13.0,56.0,5.0,5.0,63.0,63.0,63.0,36.0,26.0,41.0,41.0,47.0,33.0,9.0,80.0,80.0,41.0,61.0,9.0,42.0
3,61.0,61.0,13.0,79.0,61.0,61.0,61.0,87.0,61.0,61.0,61.0,132.0,61.0,61.0,61.0,33.0,88.0,1.0,1.0,1.0,1.0,23.0,23.0,89.0,89.0,114.0,114.0,114.0,37.0,37.0,37.0,50.0,50.0,37.0,37.0,37.0,13.0,13.0,15.0,18.0,42.0,74.0,74.0,29.0,13.0,13.0,5.0,85.0,5.0,63.0,63.0,4.0,26.0,26.0,41.0,41.0,22.0,9.0,9.0,18.0,80.0,69.0,9.0,9.0,9.0,131.0,131.0,131.0,132.0,132.0,58.0,58.0,58.0,91.0,91.0,127.0,77.0,77.0,77.0,0.0,0.0,0.0,37.0,37.0,88.0,88.0,88.0,1.0,62.0,23.0,23.0,38.0,44.0,89.0,114.0,114.0,114.0,42.0,37.0,50.0,50.0,50.0,44.0,37.0,16.0,13.0,13.0,18.0,18.0,18.0,74.0,74.0,13.0,13.0,13.0,5.0,0.0,63.0,63.0,63.0,29.0,43.0,23.0,41.0,0.0,9.0,9.0,80.0,80.0,80.0,9.0,9.0,131.0
4,61.0,61.0,13.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,132.0,61.0,61.0,63.0,88.0,88.0,24.0,29.0,1.0,1.0,23.0,23.0,89.0,89.0,114.0,114.0,114.0,59.0,37.0,37.0,50.0,50.0,37.0,37.0,37.0,13.0,13.0,18.0,18.0,18.0,74.0,74.0,74.0,13.0,13.0,5.0,5.0,5.0,14.0,63.0,63.0,49.0,26.0,41.0,3.0,41.0,9.0,9.0,9.0,80.0,80.0,9.0,46.0,32.0,131.0,3.0,131.0,132.0,132.0,58.0,58.0,58.0,91.0,91.0,76.0,77.0,77.0,77.0,0.0,0.0,0.0,37.0,37.0,88.0,88.0,88.0,1.0,1.0,23.0,23.0,25.0,0.0,10.0,114.0,114.0,114.0,37.0,71.0,50.0,50.0,50.0,32.0,37.0,13.0,13.0,13.0,18.0,13.0,53.0,74.0,74.0,13.0,13.0,13.0,75.0,5.0,63.0,63.0,63.0,0.0,26.0,41.0,21.0,11.0,9.0,9.0,80.0,80.0,80.0,9.0,9.0,131.0
5,61.0,61.0,13.0,61.0,61.0,61.0,33.0,61.0,30.0,61.0,61.0,132.0,38.0,61.0,61.0,88.0,90.0,1.0,1.0,1.0,1.0,11.0,23.0,113.0,89.0,114.0,96.0,114.0,37.0,37.0,37.0,50.0,4.0,37.0,75.0,37.0,13.0,13.0,18.0,18.0,18.0,74.0,84.0,26.0,13.0,13.0,5.0,5.0,5.0,63.0,63.0,11.0,26.0,26.0,41.0,41.0,41.0,9.0,9.0,9.0,64.0,80.0,9.0,9.0,25.0,33.0,131.0,131.0,132.0,132.0,58.0,58.0,58.0,91.0,91.0,91.0,77.0,79.0,77.0,0.0,0.0,0.0,37.0,37.0,6.0,88.0,88.0,1.0,1.0,23.0,23.0,23.0,89.0,89.0,114.0,114.0,0.0,20.0,37.0,50.0,50.0,50.0,37.0,37.0,13.0,13.0,13.0,18.0,18.0,74.0,103.0,74.0,13.0,13.0,13.0,5.0,5.0,63.0,63.0,63.0,26.0,71.0,41.0,41.0,18.0,9.0,9.0,80.0,80.0,80.0,9.0,9.0,131.0
6,61.0,61.0,13.0,61.0,61.0,106.0,61.0,61.0,61.0,61.0,61.0,132.0,61.0,61.0,61.0,88.0,88.0,1.0,1.0,1.0,62.0,23.0,23.0,89.0,89.0,114.0,114.0,114.0,37.0,37.0,37.0,50.0,50.0,70.0,37.0,37.0,13.0,37.0,18.0,18.0,18.0,74.0,74.0,99.0,38.0,13.0,5.0,16.0,5.0,63.0,63.0,63.0,26.0,26.0,41.0,41.0,41.0,2.0,9.0,9.0,80.0,80.0,9.0,9.0,34.0,131.0,131.0,28.0,132.0,132.0,58.0,58.0,58.0,91.0,91.0,91.0,14.0,72.0,77.0,0.0,0.0,0.0,37.0,37.0,88.0,88.0,44.0,1.0,1.0,23.0,23.0,23.0,89.0,89.0,114.0,114.0,16.0,26.0,16.0,50.0,50.0,67.0,37.0,37.0,13.0,13.0,13.0,18.0,18.0,74.0,74.0,74.0,13.0,3.0,13.0,5.0,16.0,23.0,8.0,63.0,26.0,26.0,41.0,41.0,41.0,9.0,9.0,80.0,80.0,80.0,18.0,9.0,131.0
7,61.0,61.0,13.0,23.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,132.0,61.0,61.0,61.0,88.0,88.0,54.0,28.0,1.0,23.0,23.0,23.0,89.0,89.0,114.0,114.0,114.0,37.0,37.0,37.0,50.0,50.0,37.0,37.0,37.0,89.0,13.0,18.0,18.0,18.0,74.0,74.0,74.0,13.0,13.0,5.0,5.0,5.0,63.0,63.0,63.0,26.0,26.0,41.0,41.0,41.0,9.0,9.0,53.0,41.0,82.0,9.0,9.0,9.0,0.0,131.0,127.0,132.0,132.0,58.0,58.0,58.0,39.0,118.0,32.0,77.0,77.0,77.0,0.0,0.0,0.0,37.0,37.0,15.0,88.0,1.0,1.0,1.0,23.0,23.0,23.0,89.0,23.0,74.0,114.0,114.0,20.0,20.0,50.0,50.0,50.0,37.0,37.0,11.0,13.0,13.0,18.0,18.0,74.0,74.0,74.0,13.0,13.0,13.0,5.0,23.0,12.0,63.0,33.0,26.0,4.0,41.0,41.0,41.0,9.0,9.0,80.0,80.0,80.0,9.0,1.0,6.0
8,61.0,61.0,13.0,61.0,61.0,61.0,61.0,88.0,77.0,61.0,44.0,132.0,61.0,61.0,61.0,88.0,88.0,34.0,1.0,1.0,23.0,23.0,23.0,89.0,89.0,2.0,114.0,114.0,80.0,26.0,61.0,50.0,50.0,37.0,37.0,85.0,13.0,13.0,18.0,29.0,18.0,74.0,74.0,12.0,13.0,13.0,5.0,5.0,5.0,28.0,63.0,71.0,26.0,26.0,41.0,41.0,18.0,52.0,9.0,2.0,7.0,80.0,9.0,9.0,20.0,131.0,131.0,132.0,132.0,132.0,58.0,58.0,58.0,87.0,91.0,91.0,77.0,77.0,16.0,0.0,0.0,0.0,37.0,37.0,88.0,88.0,88.0,1.0,1.0,23.0,37.0,23.0,89.0,54.0,114.0,114.0,114.0,37.0,37.0,50.0,50.0,50.0,37.0,37.0,13.0,13.0,49.0,23.0,18.0,74.0,74.0,15.0,13.0,13.0,7.0,5.0,5.0,63.0,63.0,51.0,26.0,26.0,41.0,41.0,41.0,9.0,9.0,80.0,80.0,80.0,9.0,9.0,131.0
9,61.0,50.0,13.0,61.0,26.0,61.0,61.0,61.0,61.0,61.0,61.0,132.0,61.0,61.0,31.0,88.0,88.0,1.0,1.0,1.0,27.0,23.0,88.0,89.0,116.0,114.0,114.0,114.0,37.0,37.0,4.0,50.0,50.0,37.0,37.0,38.0,13.0,13.0,18.0,18.0,18.0,74.0,74.0,74.0,13.0,7.0,25.0,5.0,5.0,24.0,39.0,26.0,26.0,26.0,62.0,41.0,1.0,9.0,9.0,9.0,80.0,80.0,9.0,9.0,9.0,96.0,131.0,132.0,132.0,99.0,58.0,58.0,58.0,91.0,91.0,91.0,67.0,77.0,77.0,0.0,0.0,0.0,37.0,37.0,88.0,38.0,4.0,57.0,1.0,23.0,39.0,36.0,89.0,89.0,114.0,114.0,114.0,23.0,36.0,50.0,50.0,50.0,37.0,37.0,13.0,64.0,77.0,39.0,18.0,74.0,23.0,74.0,13.0,13.0,5.0,5.0,5.0,63.0,52.0,63.0,26.0,85.0,41.0,41.0,41.0,9.0,53.0,46.0,80.0,80.0,9.0,27.0,131.0
