0,5.0,5.0,1.0,10.0,5.0,5.0,10.0,16.0,5.0,0.0,0.0,5.0,5.0,5.0,6.0,6.0,6.0,0.0,0.0,4.0,10.0,10.0,5.0,10.0,15.0,0.0,0.0,8.0,16.0,15.0,12.0,12.0,5.0,5.0,8.0,8.0,5.0,5.0,5.0,14.0,5.0,10.0,0.0,0.0,1.0,6.0,5.0,5.0,10.0,6.0,6.0,0.0,0.0,1.0,10.0,10.0,15.0,0.0,5.0,0.0,0.0,0.0,15.0,15.0,0.0,12.0,12.0,10.0,2.0,5.0,6.0,5.0,1.0,1.0,1.0,12.0,7.0,12.0,1.0,1.0,1.0,34.0,29.0,1.0,26.0,5.0,5.0,5.0,0.0,1.0,5.0,5.0,11.0,11.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,5.0,5.0,1.0,0.0,11.0,10.0,15.0,12.0,8.0,5.0,5.0,5.0,25.0,8.0,1.0,1.0,1.0,27.0,21.0,5.0,0.0,10.0,10.0,0.0,0.0,37.0,37.0,37.0,0.0,0.0
1,5.0,1.0,5.0,5.0,5.0,15.0,5.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,6.0,4.0,6.0,0.0,0.0,0.0,10.0,5.0,5.0,5.0,5.0,6.0,0.0,1.0,10.0,15.0,12.0,11.0,5.0,10.0,8.0,15.0,8.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,6.0,15.0,10.0,0.0,0.0,0.0,10.0,10.0,5.0,5.0,10.0,16.0,0.0,10.0,11.0,15.0,12.0,0.0,12.0,5.0,5.0,5.0,1.0,30.0,0.0,1.0,0.0,0.0,7.0,12.0,3.0,19.0,2.0,0.0,29.0,5.0,26.0,5.0,0.0,5.0,0.0,0.0,11.0,5.0,9.0,6.0,0.0,0.0,0.0,2.0,6.0,6.0,5.0,0.0,5.0,0.0,0.0,15.0,15.0,15.0,12.0,12.0,10.0,5.0,9.0,8.0,11.0,1.0,6.0,1.0,6.0,27.0,5.0,30.0,11.0,0.0,0.0,25.0,37.0,37.0,37.0,0.0,1.0
2,5.0,5.0,5.0,10.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,6.0,6.0,6.0,0.0,0.0,0.0,6.0,4.0,5.0,5.0,5.0,0.0,0.0,10.0,16.0,5.0,12.0,12.0,5.0,0.0,8.0,9.0,8.0,5.0,4.0,1.0,5.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,15.0,6.0,6.0,0.0,0.0,0.0,10.0,10.0,5.0,14.0,5.0,0.0,0.0,0.0,15.0,11.0,12.0,12.0,33.0,1.0,5.0,6.0,3.0,8.0,1.0,1.0,0.0,5.0,7.0,12.0,1.0,3.0,12.0,0.0,0.0,0.0,31.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,0.0,5.0,0.0,10.0,10.0,0.0,5.0,5.0,0.0,0.0,10.0,10.0,0.0,1.0,7.0,7.0,1.0,2.0,8.0,1.0,1.0,0.0,1.0,27.0,27.0,5.0,30.0,0.0,5.0,0.0,37.0,37.0,18.0,30.0,0.0,5.0
3,5.0,5.0,5.0,5.0,15.0,5.0,5.0,0.0,5.0,16.0,0.0,5.0,5.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,10.0,10.0,5.0,5.0,5.0,0.0,10.0,10.0,12.0,15.0,12.0,12.0,9.0,0.0,8.0,8.0,8.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,5.0,6.0,6.0,6.0,0.0,1.0,0.0,10.0,5.0,5.0,5.0,5.0,0.0,11.0,0.0,15.0,15.0,12.0,10.0,12.0,5.0,0.0,5.0,8.0,0.0,1.0,1.0,1.0,12.0,26.0,12.0,1.0,1.0,1.0,29.0,29.0,15.0,5.0,20.0,25.0,5.0,0.0,5.0,5.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,10.0,0.0,6.0,5.0,1.0,0.0,5.0,20.0,15.0,1.0,0.0,12.0,7.0,15.0,5.0,1.0,8.0,1.0,1.0,1.0,27.0,27.0,5.0,30.0,6.0,0.0,0.0,37.0,36.0,37.0,2.0,10.0,8.0
4,5.0,10.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,1.0,5.0,5.0,0.0,6.0,6.0,6.0,10.0,0.0,1.0,0.0,11.0,20.0,0.0,5.0,0.0,0.0,10.0,16.0,2.0,12.0,12.0,5.0,5.0,8.0,8.0,5.0,22.0,12.0,16.0,6.0,5.0,0.0,11.0,0.0,5.0,0.0,1.0,6.0,6.0,4.0,0.0,0.0,0.0,6.0,1.0,0.0,5.0,2.0,5.0,20.0,0.0,11.0,7.0,12.0,12.0,12.0,5.0,6.0,5.0,30.0,6.0,1.0,1.0,1.0,5.0,11.0,12.0,1.0,3.0,5.0,29.0,5.0,5.0,5.0,5.0,5.0,10.0,0.0,0.0,5.0,0.0,5.0,6.0,0.0,0.0,10.0,1.0,10.0,10.0,5.0,5.0,0.0,0.0,10.0,15.0,14.0,16.0,5.0,12.0,5.0,5.0,5.0,19.0,8.0,6.0,1.0,0.0,0.0,27.0,5.0,30.0,6.0,5.0,0.0,37.0,37.0,32.0,0.0,0.0,0.0
5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,11.0,0.0,0.0,5.0,5.0,5.0,1.0,6.0,6.0,0.0,0.0,0.0,2.0,10.0,5.0,5.0,5.0,0.0,5.0,0.0,10.0,15.0,12.0,6.0,5.0,5.0,8.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,20.0,0.0,0.0,1.0,5.0,5.0,6.0,0.0,6.0,0.0,0.0,0.0,16.0,10.0,5.0,5.0,1.0,10.0,4.0,0.0,9.0,20.0,12.0,12.0,12.0,5.0,5.0,5.0,8.0,10.0,1.0,0.0,1.0,7.0,13.0,12.0,0.0,1.0,1.0,29.0,29.0,5.0,5.0,5.0,5.0,5.0,20.0,0.0,0.0,5.0,5.0,4.0,9.0,0.0,0.0,0.0,1.0,7.0,5.0,5.0,5.0,0.0,0.0,15.0,15.0,2.0,12.0,17.0,5.0,0.0,5.0,8.0,31.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1.0,10.0,0.0,1.0,37.0,37.0,0.0,0.0,0.0
6,5.0,5.0,5.0,5.0,19.0,5.0,5.0,10.0,5.0,0.0,5.0,5.0,10.0,5.0,6.0,6.0,6.0,0.0,0.0,0.0,6.0,3.0,5.0,0.0,30.0,0.0,0.0,1.0,1.0,11.0,12.0,7.0,5.0,5.0,0.0,8.0,8.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,6.0,6.0,6.0,1.0,0.0,0.0,10.0,10.0,5.0,1.0,10.0,0.0,0.0,11.0,15.0,15.0,12.0,12.0,12.0,5.0,10.0,5.0,8.0,8.0,1.0,1.0,1.0,12.0,12.0,10.0,30.0,2.0,2.0,35.0,29.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,5.0,5.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,5.0,0.0,0.0,15.0,11.0,15.0,12.0,12.0,5.0,5.0,5.0,8.0,8.0,1.0,1.0,1.0,27.0,17.0,0.0,5.0,0.0,5.0,0.0,0.0,37.0,0.0,0.0,8.0,1.0
7,5.0,5.0,5.0,0.0,0.0,5.0,5.0,10.0,5.0,0.0,0.0,5.0,10.0,5.0,6.0,6.0,6.0,1.0,0.0,0.0,1.0,1.0,5.0,19.0,1.0,0.0,0.0,6.0,1.0,4.0,12.0,12.0,5.0,5.0,8.0,8.0,8.0,5.0,0.0,5.0,7.0,5.0,0.0,5.0,40.0,5.0,5.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,6.0,0.0,1.0,29.0,15.0,12.0,12.0,14.0,5.0,5.0,5.0,8.0,14.0,1.0,1.0,0.0,12.0,12.0,6.0,1.0,7.0,7.0,25.0,29.0,5.0,10.0,5.0,5.0,10.0,7.0,0.0,0.0,6.0,15.0,6.0,6.0,1.0,0.0,0.0,0.0,10.0,5.0,5.0,5.0,0.0,4.0,13.0,15.0,15.0,6.0,21.0,5.0,5.0,6.0,9.0,15.0,10.0,1.0,1.0,27.0,11.0,5.0,5.0,7.0,5.0,0.0,17.0,37.0,37.0,0.0,25.0,8.0
8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,15.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,6.0,6.0,1.0,0.0,0.0,10.0,16.0,5.0,5.0,5.0,4.0,5.0,9.0,16.0,15.0,12.0,8.0,5.0,5.0,8.0,14.0,8.0,10.0,10.0,10.0,0.0,15.0,0.0,0.0,0.0,5.0,10.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,11.0,5.0,5.0,5.0,0.0,5.0,4.0,15.0,1.0,6.0,22.0,12.0,5.0,10.0,5.0,5.0,8.0,1.0,1.0,1.0,12.0,3.0,12.0,9.0,1.0,1.0,4.0,29.0,5.0,5.0,5.0,5.0,0.0,0.0,15.0,1.0,5.0,1.0,6.0,25.0,0.0,0.0,0.0,10.0,2.0,5.0,1.0,5.0,4.0,0.0,15.0,15.0,10.0,12.0,12.0,5.0,5.0,5.0,8.0,8.0,1.0,1.0,1.0,13.0,27.0,0.0,5.0,6.0,5.0,0.0,37.0,37.0,0.0,0.0,0.0,0.0
9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,1.0,5.0,5.0,4.0,10.0,6.0,6.0,1.0,0.0,0.0,10.0,6.0,5.0,15.0,5.0,0.0,6.0,5.0,14.0,15.0,2.0,12.0,5.0,0.0,19.0,5.0,10.0,5.0,5.0,5.0,15.0,5.0,0.0,5.0,6.0,5.0,0.0,5.0,6.0,6.0,10.0,0.0,0.0,0.0,10.0,10.0,5.0,10.0,10.0,5.0,0.0,0.0,15.0,20.0,17.0,17.0,12.0,5.0,5.0,5.0,8.0,30.0,1.0,1.0,1.0,12.0,7.0,12.0,1.0,14.0,2.0,19.0,15.0,5.0,5.0,5.0,5.0,31.0,0.0,0.0,5.0,5.0,5.0,1.0,5.0,0.0,0.0,0.0,10.0,9.0,0.0,12.0,5.0,0.0,0.0,15.0,25.0,5.0,0.0,12.0,10.0,5.0,0.0,8.0,8.0,0.0,1.0,1.0,1.0,27.0,4.0,5.0,0.0,5.0,5.0,11.0,0.0,37.0,0.0,0.0,1.0
