,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
20,828.0,801.0,828.0,89.0,828.0,89.0,828.0,639.0,828.0,623.0,828.0,639.0,828.0,828.0,828.0,1068.0,828.0,355.0,828.0,1136.0,828.0,1136.0,828.0,1136.0,828.0,368.0,828.0,356.0,828.0,1136.0,828.0,1136.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,828.0,828.0,828.0,828.0,355.0,828.0,0.0,828.0,828.0,828.0,650.0,828.0,276.0,828.0,130.0,828.0,445.0,828.0,130.0,828.0,130.0,828.0,1068.0,828.0,0.0,828.0,25.0,828.0,923.0,828.0,70.0,828.0,639.0
21,828.0,801.0,828.0,89.0,828.0,89.0,828.0,639.0,828.0,534.0,828.0,639.0,828.0,828.0,828.0,1068.0,828.0,355.0,828.0,568.0,828.0,1136.0,828.0,1136.0,828.0,86.0,828.0,89.0,828.0,1136.0,828.0,1068.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,828.0,828.0,828.0,828.0,430.0,828.0,0.0,828.0,828.0,828.0,639.0,828.0,774.0,828.0,65.0,828.0,368.0,828.0,65.0,828.0,130.0,828.0,1068.0,828.0,141.0,828.0,55.0,828.0,45.0,828.0,460.0,828.0,639.0
22,828.0,801.0,828.0,89.0,828.0,89.0,828.0,639.0,828.0,623.0,828.0,14.0,828.0,828.0,828.0,1068.0,828.0,355.0,828.0,1136.0,828.0,1136.0,828.0,994.0,828.0,368.0,828.0,356.0,828.0,460.0,828.0,623.0,828.0,0.0,828.0,16.0,828.0,2.0,828.0,17.0,828.0,2.0,828.0,828.0,828.0,1196.0,828.0,355.0,828.0,0.0,828.0,0.0,828.0,639.0,828.0,0.0,828.0,736.0,828.0,55.0,828.0,130.0,828.0,130.0,828.0,1068.0,828.0,204.0,828.0,55.0,828.0,89.0,828.0,736.0,828.0,639.0
23,828.0,801.0,828.0,89.0,828.0,89.0,828.0,639.0,828.0,623.0,828.0,639.0,828.0,828.0,828.0,1068.0,828.0,355.0,828.0,1136.0,828.0,1136.0,828.0,1207.0,828.0,0.0,828.0,356.0,828.0,1136.0,828.0,1068.0,828.0,18.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,0.0,828.0,460.0,828.0,355.0,828.0,0.0,828.0,828.0,828.0,0.0,828.0,774.0,828.0,0.0,828.0,1246.0,828.0,130.0,828.0,130.0,828.0,1068.0,828.0,60.0,828.0,715.0,828.0,89.0,828.0,828.0,828.0,639.0
24,828.0,801.0,828.0,89.0,828.0,89.0,828.0,639.0,828.0,623.0,828.0,639.0,828.0,828.0,828.0,1068.0,828.0,355.0,828.0,1136.0,828.0,1136.0,828.0,1136.0,828.0,0.0,828.0,356.0,828.0,1136.0,828.0,1068.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,83.0,828.0,2.0,828.0,828.0,828.0,828.0,828.0,355.0,828.0,0.0,828.0,828.0,828.0,639.0,828.0,774.0,828.0,130.0,828.0,2136.0,828.0,130.0,828.0,130.0,828.0,552.0,828.0,356.0,828.0,55.0,828.0,356.0,828.0,828.0,828.0,639.0
25,828.0,801.0,828.0,534.0,828.0,89.0,828.0,639.0,828.0,623.0,828.0,639.0,828.0,828.0,828.0,1068.0,828.0,355.0,828.0,1136.0,828.0,92.0,828.0,1136.0,828.0,828.0,828.0,356.0,828.0,1136.0,828.0,1068.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,828.0,828.0,828.0,828.0,355.0,828.0,0.0,828.0,828.0,828.0,747.0,828.0,774.0,828.0,130.0,828.0,0.0,828.0,74.0,828.0,150.0,828.0,1068.0,828.0,75.0,828.0,55.0,828.0,445.0,828.0,736.0,828.0,639.0
26,828.0,801.0,828.0,89.0,828.0,178.0,828.0,639.0,828.0,801.0,828.0,639.0,828.0,828.0,828.0,1068.0,828.0,355.0,828.0,1136.0,828.0,1136.0,828.0,1136.0,828.0,356.0,828.0,356.0,828.0,1136.0,828.0,1068.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,828.0,828.0,828.0,828.0,355.0,828.0,0.0,828.0,828.0,828.0,639.0,828.0,774.0,828.0,2136.0,828.0,65.0,828.0,1235.0,828.0,89.0,828.0,1068.0,828.0,0.0,828.0,55.0,828.0,356.0,828.0,828.0,828.0,639.0
27,828.0,801.0,828.0,89.0,828.0,89.0,828.0,639.0,828.0,623.0,828.0,639.0,828.0,828.0,828.0,1068.0,828.0,355.0,828.0,1136.0,828.0,1136.0,828.0,1136.0,828.0,828.0,828.0,356.0,828.0,1136.0,828.0,1068.0,828.0,2.0,828.0,92.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,828.0,828.0,828.0,828.0,355.0,828.0,552.0,828.0,828.0,828.0,213.0,828.0,774.0,828.0,65.0,828.0,74.0,828.0,1235.0,828.0,0.0,828.0,1068.0,828.0,15.0,828.0,55.0,828.0,356.0,828.0,801.0,828.0,639.0
28,828.0,801.0,828.0,89.0,828.0,89.0,828.0,639.0,828.0,623.0,828.0,639.0,828.0,828.0,828.0,1068.0,828.0,213.0,828.0,1207.0,828.0,1136.0,828.0,1136.0,828.0,828.0,828.0,356.0,828.0,1136.0,828.0,1068.0,828.0,0.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,828.0,828.0,0.0,828.0,355.0,828.0,0.0,828.0,828.0,828.0,0.0,828.0,688.0,828.0,130.0,828.0,585.0,828.0,195.0,828.0,0.0,828.0,1068.0,828.0,368.0,828.0,1157.0,828.0,0.0,828.0,828.0,828.0,639.0
29,828.0,801.0,828.0,178.0,828.0,89.0,828.0,639.0,828.0,623.0,828.0,639.0,828.0,828.0,828.0,1068.0,828.0,355.0,828.0,1136.0,828.0,1136.0,828.0,1136.0,828.0,828.0,828.0,356.0,828.0,1136.0,828.0,0.0,828.0,0.0,828.0,1235.0,828.0,2.0,828.0,0.0,828.0,2.0,828.0,828.0,828.0,828.0,828.0,355.0,828.0,276.0,828.0,644.0,828.0,1207.0,828.0,774.0,828.0,2.0,828.0,130.0,828.0,1235.0,828.0,276.0,828.0,1068.0,828.0,148.0,828.0,55.0,828.0,356.0,828.0,828.0,828.0,639.0
30,828.0,801.0,828.0,89.0,828.0,445.0,828.0,213.0,828.0,623.0,828.0,639.0,828.0,1472.0,828.0,1068.0,828.0,355.0,828.0,1136.0,828.0,1136.0,828.0,1136.0,828.0,828.0,828.0,356.0,828.0,1136.0,828.0,0.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,38.0,828.0,2.0,828.0,828.0,828.0,828.0,828.0,355.0,828.0,0.0,828.0,828.0,828.0,213.0,828.0,774.0,828.0,0.0,828.0,130.0,828.0,1235.0,828.0,92.0,828.0,1068.0,828.0,644.0,828.0,55.0,828.0,356.0,828.0,828.0,828.0,568.0
31,828.0,801.0,828.0,89.0,828.0,89.0,828.0,639.0,828.0,623.0,828.0,639.0,828.0,828.0,828.0,1068.0,828.0,355.0,828.0,1136.0,828.0,1136.0,828.0,1136.0,828.0,460.0,828.0,89.0,828.0,1136.0,828.0,1068.0,828.0,6.0,828.0,2.0,828.0,460.0,828.0,2.0,828.0,10.0,828.0,828.0,828.0,368.0,828.0,77.0,828.0,0.0,828.0,828.0,828.0,639.0,828.0,774.0,828.0,0.0,828.0,130.0,828.0,715.0,828.0,736.0,828.0,178.0,828.0,0.0,828.0,5.0,828.0,356.0,828.0,828.0,828.0,639.0
32,828.0,801.0,828.0,89.0,828.0,89.0,828.0,639.0,828.0,623.0,828.0,639.0,828.0,828.0,828.0,1068.0,828.0,355.0,828.0,1136.0,828.0,1136.0,828.0,1278.0,828.0,828.0,828.0,184.0,828.0,1136.0,828.0,1068.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,828.0,828.0,0.0,828.0,1278.0,828.0,0.0,828.0,828.0,828.0,71.0,828.0,1032.0,828.0,130.0,828.0,130.0,828.0,1040.0,828.0,184.0,828.0,1068.0,828.0,0.0,828.0,5.0,828.0,356.0,828.0,460.0,828.0,356.0
33,828.0,801.0,828.0,368.0,828.0,0.0,828.0,639.0,828.0,623.0,828.0,639.0,828.0,828.0,828.0,1068.0,828.0,355.0,828.0,1136.0,828.0,1136.0,828.0,1136.0,828.0,0.0,828.0,356.0,828.0,1136.0,828.0,1068.0,828.0,35.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,828.0,828.0,0.0,828.0,355.0,828.0,0.0,828.0,828.0,828.0,497.0,828.0,774.0,828.0,130.0,828.0,260.0,828.0,1235.0,828.0,0.0,828.0,460.0,828.0,0.0,828.0,5.0,828.0,356.0,828.0,644.0,828.0,639.0
34,828.0,801.0,828.0,89.0,828.0,89.0,828.0,639.0,828.0,623.0,828.0,639.0,828.0,828.0,828.0,1068.0,828.0,355.0,828.0,1136.0,828.0,1136.0,828.0,1136.0,828.0,828.0,828.0,356.0,828.0,1136.0,828.0,1068.0,828.0,26.0,828.0,2.0,828.0,74.0,828.0,2.0,828.0,672.0,828.0,828.0,828.0,0.0,828.0,355.0,828.0,1288.0,828.0,828.0,828.0,639.0,828.0,774.0,828.0,476.0,828.0,130.0,828.0,1235.0,828.0,460.0,828.0,828.0,828.0,0.0,828.0,5.0,828.0,356.0,828.0,828.0,828.0,142.0
35,828.0,801.0,828.0,89.0,828.0,89.0,828.0,568.0,828.0,623.0,828.0,639.0,828.0,828.0,828.0,0.0,828.0,368.0,828.0,1136.0,828.0,1136.0,828.0,1136.0,828.0,828.0,828.0,356.0,828.0,1065.0,828.0,1068.0,828.0,0.0,828.0,2.0,828.0,0.0,828.0,2.0,828.0,2.0,828.0,828.0,828.0,0.0,828.0,355.0,828.0,0.0,828.0,828.0,828.0,355.0,828.0,774.0,828.0,65.0,828.0,130.0,828.0,1235.0,828.0,0.0,828.0,828.0,828.0,640.0,828.0,5.0,828.0,356.0,828.0,828.0,828.0,639.0
36,828.0,801.0,828.0,89.0,828.0,89.0,828.0,639.0,828.0,623.0,828.0,639.0,828.0,828.0,828.0,1068.0,828.0,355.0,828.0,1136.0,828.0,1136.0,828.0,1136.0,828.0,828.0,828.0,356.0,828.0,1136.0,828.0,1068.0,828.0,472.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,1196.0,828.0,0.0,828.0,355.0,828.0,0.0,828.0,828.0,828.0,0.0,828.0,774.0,828.0,130.0,828.0,130.0,828.0,1235.0,828.0,368.0,828.0,828.0,828.0,15.0,828.0,5.0,828.0,356.0,828.0,828.0,828.0,639.0
37,828.0,801.0,828.0,89.0,828.0,89.0,828.0,639.0,828.0,623.0,828.0,639.0,828.0,828.0,828.0,1068.0,828.0,444.0,828.0,1136.0,828.0,1136.0,828.0,1136.0,828.0,828.0,828.0,0.0,828.0,1136.0,828.0,1068.0,828.0,1104.0,828.0,24.0,828.0,0.0,828.0,2.0,828.0,2.0,828.0,828.0,828.0,0.0,828.0,355.0,828.0,0.0,828.0,828.0,828.0,639.0,828.0,774.0,828.0,0.0,828.0,65.0,828.0,1235.0,828.0,828.0,828.0,0.0,828.0,50.0,828.0,92.0,828.0,356.0,828.0,828.0,828.0,639.0
38,828.0,801.0,828.0,89.0,828.0,89.0,828.0,639.0,828.0,623.0,828.0,639.0,828.0,828.0,828.0,1068.0,828.0,355.0,828.0,1136.0,828.0,568.0,828.0,1136.0,828.0,92.0,828.0,86.0,828.0,355.0,828.0,1157.0,828.0,26.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,828.0,828.0,0.0,828.0,355.0,828.0,1380.0,828.0,828.0,828.0,0.0,828.0,774.0,828.0,65.0,828.0,130.0,828.0,1235.0,828.0,920.0,828.0,828.0,828.0,30.0,828.0,5.0,828.0,1068.0,828.0,828.0,828.0,639.0
39,828.0,801.0,828.0,89.0,828.0,89.0,828.0,639.0,828.0,623.0,828.0,639.0,828.0,828.0,828.0,1068.0,828.0,0.0,828.0,1136.0,828.0,1136.0,828.0,923.0,828.0,828.0,828.0,356.0,828.0,1136.0,828.0,1068.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,2.0,828.0,828.0,828.0,0.0,828.0,355.0,828.0,0.0,828.0,828.0,828.0,639.0,828.0,774.0,828.0,130.0,828.0,130.0,828.0,1235.0,828.0,178.0,828.0,828.0,828.0,736.0,828.0,5.0,828.0,1068.0,828.0,828.0,828.0,639.0
40,89.0,828.0,89.0,89.0,89.0,0.0,89.0,639.0,89.0,623.0,89.0,828.0,89.0,828.0,89.0,1068.0,89.0,355.0,89.0,1136.0,89.0,1136.0,89.0,92.0,89.0,828.0,89.0,801.0,89.0,1136.0,89.0,1068.0,89.0,0.0,89.0,2.0,89.0,2.0,89.0,2.0,89.0,0.0,89.0,828.0,89.0,0.0,89.0,355.0,89.0,0.0,89.0,828.0,89.0,639.0,89.0,774.0,89.0,325.0,89.0,130.0,89.0,130.0,89.0,644.0,89.0,828.0,89.0,40.0,89.0,5.0,89.0,801.0,89.0,552.0,89.0,639.0
41,89.0,828.0,89.0,89.0,89.0,89.0,89.0,639.0,89.0,623.0,89.0,639.0,89.0,828.0,89.0,1068.0,89.0,460.0,89.0,1136.0,89.0,1136.0,89.0,1136.0,89.0,148.0,89.0,356.0,89.0,1136.0,89.0,1068.0,89.0,83.0,89.0,2.0,89.0,2.0,89.0,2.0,89.0,801.0,89.0,828.0,89.0,0.0,89.0,355.0,89.0,0.0,89.0,460.0,89.0,639.0,89.0,860.0,89.0,130.0,89.0,130.0,89.0,130.0,89.0,267.0,89.0,828.0,89.0,55.0,89.0,5.0,89.0,0.0,89.0,828.0,89.0,568.0
42,89.0,828.0,89.0,89.0,89.0,89.0,89.0,639.0,89.0,623.0,89.0,639.0,89.0,828.0,89.0,1068.0,89.0,355.0,89.0,1136.0,89.0,92.0,89.0,1136.0,89.0,356.0,89.0,356.0,89.0,1136.0,89.0,1068.0,89.0,0.0,89.0,2.0,89.0,2.0,89.0,2.0,89.0,2.0,89.0,828.0,89.0,276.0,89.0,355.0,89.0,0.0,89.0,828.0,89.0,736.0,89.0,774.0,89.0,18.0,89.0,65.0,89.0,130.0,89.0,92.0,89.0,89.0,89.0,55.0,89.0,5.0,89.0,1104.0,89.0,736.0,89.0,74.0
