,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
0,828.0,1656.0,828.0,644.0,828.0,356.0,828.0,1380.0,828.0,267.0,828.0,534.0,828.0,693.0,828.0,1656.0,828.0,184.0,828.0,276.0,828.0,276.0,828.0,552.0,828.0,828.0,828.0,1424.0,828.0,1157.0,828.0,0.0,828.0,828.0,828.0,644.0,828.0,92.0,828.0,92.0,828.0,0.0,828.0,828.0,828.0,520.0,828.0,140.0,828.0,20.0,828.0,60.0,828.0,1184.0,828.0,20.0,828.0,740.0,828.0,80.0,828.0,20.0,828.0,0.0,828.0,2.0,828.0,20.0,828.0,20.0,828.0,0.0,828.0,200.0,828.0,0.0,828.0,1184.0,828.0,168.0,828.0,828.0
1,828.0,1656.0,828.0,644.0,828.0,356.0,828.0,1380.0,828.0,267.0,828.0,534.0,828.0,693.0,828.0,0.0,828.0,184.0,828.0,368.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,356.0,828.0,267.0,828.0,356.0,828.0,828.0,828.0,644.0,828.0,0.0,828.0,92.0,828.0,92.0,828.0,0.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,74.0,828.0,420.0,828.0,159.0,828.0,540.0,828.0,80.0,828.0,120.0,828.0,0.0,828.0,20.0,828.0,220.0,828.0,200.0,828.0,64.0,828.0,40.0,828.0,168.0,828.0,184.0
2,828.0,1656.0,828.0,644.0,828.0,356.0,828.0,1380.0,828.0,267.0,828.0,534.0,828.0,693.0,828.0,1656.0,828.0,184.0,828.0,276.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,356.0,828.0,801.0,828.0,828.0,828.0,828.0,828.0,644.0,828.0,92.0,828.0,0.0,828.0,92.0,828.0,644.0,828.0,0.0,828.0,310.0,828.0,672.0,828.0,184.0,828.0,20.0,828.0,20.0,828.0,2.0,828.0,1462.0,828.0,60.0,828.0,20.0,828.0,0.0,828.0,200.0,828.0,20.0,828.0,332.0,828.0,200.0,828.0,552.0,828.0,0.0,828.0,168.0,828.0,828.0
3,828.0,1656.0,828.0,644.0,828.0,356.0,828.0,1380.0,828.0,267.0,828.0,534.0,828.0,693.0,828.0,1656.0,828.0,184.0,828.0,276.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,356.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,644.0,828.0,92.0,828.0,0.0,828.0,0.0,828.0,92.0,828.0,74.0,828.0,100.0,828.0,0.0,828.0,50.0,828.0,20.0,828.0,82.0,828.0,222.0,828.0,178.0,828.0,20.0,828.0,20.0,828.0,736.0,828.0,92.0,828.0,20.0,828.0,260.0,828.0,200.0,828.0,368.0,828.0,8.0,828.0,168.0,828.0,828.0
4,828.0,1656.0,828.0,644.0,828.0,356.0,828.0,1380.0,828.0,267.0,828.0,534.0,828.0,693.0,828.0,1656.0,828.0,184.0,828.0,276.0,828.0,276.0,828.0,736.0,828.0,828.0,828.0,356.0,828.0,979.0,828.0,828.0,828.0,828.0,828.0,0.0,828.0,460.0,828.0,92.0,828.0,460.0,828.0,552.0,828.0,534.0,828.0,20.0,828.0,16.0,828.0,50.0,828.0,2208.0,828.0,46.0,828.0,104.0,828.0,20.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,200.0,828.0,120.0,828.0,2.0,828.0,200.0,828.0,0.0,828.0,250.0,828.0,168.0,828.0,828.0
5,828.0,1656.0,828.0,644.0,828.0,356.0,828.0,1380.0,828.0,267.0,828.0,534.0,828.0,693.0,828.0,1656.0,828.0,184.0,828.0,258.0,828.0,276.0,828.0,1012.0,828.0,828.0,828.0,74.0,828.0,267.0,828.0,828.0,828.0,0.0,828.0,644.0,828.0,0.0,828.0,0.0,828.0,92.0,828.0,0.0,828.0,92.0,828.0,100.0,828.0,20.0,828.0,200.0,828.0,89.0,828.0,20.0,828.0,140.0,828.0,20.0,828.0,250.0,828.0,0.0,828.0,0.0,828.0,20.0,828.0,92.0,828.0,76.0,828.0,200.0,828.0,8.0,828.0,16.0,828.0,497.0,828.0,828.0
6,828.0,1656.0,828.0,644.0,828.0,356.0,828.0,1380.0,828.0,267.0,828.0,534.0,828.0,693.0,828.0,1656.0,828.0,184.0,828.0,276.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,534.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,92.0,828.0,1104.0,828.0,0.0,828.0,0.0,828.0,92.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,312.0,828.0,276.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,0.0,828.0,120.0,828.0,0.0,828.0,20.0,828.0,130.0,828.0,200.0,828.0,8.0,828.0,64.0,828.0,168.0,828.0,828.0
7,828.0,1656.0,828.0,644.0,828.0,356.0,828.0,1380.0,828.0,267.0,828.0,534.0,828.0,693.0,828.0,1288.0,828.0,184.0,828.0,276.0,828.0,276.0,828.0,1104.0,828.0,1012.0,828.0,356.0,828.0,267.0,828.0,828.0,828.0,368.0,828.0,552.0,828.0,1564.0,828.0,92.0,828.0,736.0,828.0,460.0,828.0,0.0,828.0,80.0,828.0,184.0,828.0,276.0,828.0,0.0,828.0,267.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,92.0,828.0,178.0,828.0,284.0,828.0,20.0,828.0,78.0,828.0,450.0,828.0,100.0,828.0,174.0,828.0,0.0,828.0,828.0
8,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1656.0,828.0,1104.0,828.0,276.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,356.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,644.0,828.0,1104.0,828.0,552.0,828.0,92.0,828.0,92.0,828.0,100.0,828.0,41.0,828.0,276.0,828.0,20.0,828.0,156.0,828.0,0.0,828.0,141.0,828.0,20.0,828.0,178.0,828.0,74.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,200.0,828.0,8.0,828.0,56.0,828.0,168.0,828.0,828.0
9,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,92.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1656.0,828.0,1564.0,828.0,276.0,828.0,276.0,828.0,92.0,828.0,828.0,828.0,356.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,552.0,828.0,476.0,828.0,460.0,828.0,0.0,828.0,644.0,828.0,552.0,828.0,0.0,828.0,296.0,828.0,60.0,828.0,0.0,828.0,2.0,828.0,20.0,828.0,0.0,828.0,74.0,828.0,20.0,828.0,20.0,828.0,0.0,828.0,20.0,828.0,0.0,828.0,200.0,828.0,8.0,828.0,8.0,828.0,168.0,828.0,736.0
10,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1104.0,828.0,0.0,828.0,276.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,356.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,644.0,828.0,0.0,828.0,0.0,828.0,356.0,828.0,644.0,828.0,20.0,828.0,40.0,828.0,92.0,828.0,0.0,828.0,20.0,828.0,0.0,828.0,581.0,828.0,20.0,828.0,120.0,828.0,60.0,828.0,0.0,828.0,20.0,828.0,20.0,828.0,368.0,828.0,200.0,828.0,368.0,828.0,160.0,828.0,144.0,828.0,828.0
11,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1656.0,828.0,184.0,828.0,276.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,356.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,552.0,828.0,0.0,828.0,276.0,828.0,92.0,828.0,184.0,828.0,400.0,828.0,460.0,828.0,20.0,828.0,0.0,828.0,300.0,828.0,20.0,828.0,0.0,828.0,0.0,828.0,140.0,828.0,47.0,828.0,35.0,828.0,26.0,828.0,20.0,828.0,534.0,828.0,200.0,828.0,32.0,828.0,8.0,828.0,168.0,828.0,828.0
12,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1656.0,828.0,184.0,828.0,276.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,356.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,368.0,828.0,1288.0,828.0,400.0,828.0,1012.0,828.0,644.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,53.0,828.0,20.0,828.0,20.0,828.0,150.0,828.0,0.0,828.0,0.0,828.0,20.0,828.0,276.0,828.0,20.0,828.0,20.0,828.0,200.0,828.0,0.0,828.0,8.0,828.0,168.0,828.0,828.0
13,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1656.0,828.0,184.0,828.0,92.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,356.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,644.0,828.0,276.0,828.0,92.0,828.0,0.0,828.0,644.0,828.0,20.0,828.0,20.0,828.0,0.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,0.0,828.0,20.0,828.0,20.0,828.0,74.0,828.0,53.0,828.0,100.0,828.0,20.0,828.0,20.0,828.0,200.0,828.0,32.0,828.0,8.0,828.0,144.0,828.0,828.0
14,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1656.0,828.0,184.0,828.0,92.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,356.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,644.0,828.0,0.0,828.0,92.0,828.0,92.0,828.0,644.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,74.0,828.0,1104.0,828.0,260.0,828.0,41.0,828.0,0.0,828.0,20.0,828.0,92.0,828.0,890.0,828.0,20.0,828.0,20.0,828.0,200.0,828.0,89.0,828.0,8.0,828.0,168.0,828.0,828.0
15,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1656.0,828.0,184.0,828.0,92.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,356.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,644.0,828.0,184.0,828.0,92.0,828.0,460.0,828.0,644.0,828.0,1628.0,828.0,0.0,828.0,89.0,828.0,644.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,104.0,828.0,20.0,828.0,77.0,828.0,0.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,0.0,828.0,8.0,828.0,168.0,828.0,828.0
16,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1656.0,828.0,184.0,828.0,92.0,828.0,1104.0,828.0,644.0,828.0,828.0,828.0,89.0,828.0,534.0,828.0,644.0,828.0,828.0,828.0,644.0,828.0,92.0,828.0,688.0,828.0,1380.0,828.0,644.0,828.0,460.0,828.0,20.0,828.0,34.0,828.0,20.0,828.0,82.0,828.0,20.0,828.0,280.0,828.0,20.0,828.0,60.0,828.0,0.0,828.0,623.0,828.0,368.0,828.0,20.0,828.0,100.0,828.0,200.0,828.0,56.0,828.0,160.0,828.0,168.0,828.0,104.0
17,828.0,1656.0,828.0,644.0,828.0,92.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1104.0,828.0,184.0,828.0,92.0,828.0,0.0,828.0,184.0,828.0,644.0,828.0,356.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,644.0,828.0,920.0,828.0,92.0,828.0,0.0,828.0,368.0,828.0,41.0,828.0,20.0,828.0,0.0,828.0,40.0,828.0,46.0,828.0,376.0,828.0,68.0,828.0,267.0,828.0,368.0,828.0,92.0,828.0,2.0,828.0,0.0,828.0,20.0,828.0,60.0,828.0,200.0,828.0,8.0,828.0,0.0,828.0,828.0,828.0,828.0
18,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,552.0,828.0,1656.0,828.0,184.0,828.0,92.0,828.0,276.0,828.0,828.0,828.0,89.0,828.0,356.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,644.0,828.0,92.0,828.0,276.0,828.0,0.0,828.0,644.0,828.0,0.0,828.0,20.0,828.0,40.0,828.0,150.0,828.0,20.0,828.0,220.0,828.0,20.0,828.0,20.0,828.0,644.0,828.0,200.0,828.0,71.0,828.0,602.0,828.0,20.0,828.0,20.0,828.0,200.0,828.0,148.0,828.0,8.0,828.0,168.0,828.0,828.0
19,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,356.0,828.0,828.0,828.0,1656.0,828.0,184.0,828.0,92.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,92.0,828.0,178.0,828.0,828.0,828.0,828.0,828.0,92.0,828.0,184.0,828.0,92.0,828.0,460.0,828.0,0.0,828.0,92.0,828.0,20.0,828.0,20.0,828.0,120.0,828.0,20.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,20.0,828.0,20.0,828.0,0.0,828.0,50.0,828.0,20.0,828.0,20.0,828.0,92.0,828.0,644.0,828.0,8.0,828.0,168.0,828.0,828.0
20,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1656.0,828.0,276.0,828.0,92.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,356.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,644.0,828.0,92.0,828.0,92.0,828.0,92.0,828.0,644.0,828.0,276.0,828.0,47.0,828.0,20.0,828.0,480.0,828.0,267.0,828.0,120.0,828.0,8.0,828.0,0.0,828.0,0.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,8.0,828.0,24.0,828.0,168.0,828.0,828.0
