,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
21,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,0.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1656.0,828.0,184.0,828.0,92.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,356.0,828.0,267.0,828.0,828.0,828.0,1012.0,828.0,644.0,828.0,380.0,828.0,92.0,828.0,460.0,828.0,644.0,828.0,0.0,828.0,74.0,828.0,0.0,828.0,116.0,828.0,0.0,828.0,740.0,828.0,8.0,828.0,350.0,828.0,20.0,828.0,86.0,828.0,20.0,828.0,87.0,828.0,20.0,828.0,0.0,828.0,20.0,828.0,0.0,828.0,0.0,828.0,168.0,828.0,828.0
22,828.0,1656.0,828.0,644.0,828.0,460.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1656.0,828.0,92.0,828.0,276.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,356.0,828.0,92.0,828.0,828.0,828.0,828.0,828.0,644.0,828.0,92.0,828.0,92.0,828.0,92.0,828.0,644.0,828.0,89.0,828.0,0.0,828.0,74.0,828.0,1184.0,828.0,2.0,828.0,74.0,828.0,8.0,828.0,20.0,828.0,0.0,828.0,40.0,828.0,0.0,828.0,20.0,828.0,20.0,828.0,176.0,828.0,20.0,828.0,8.0,828.0,40.0,828.0,168.0,828.0,828.0
23,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1656.0,828.0,184.0,828.0,276.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,356.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,644.0,828.0,92.0,828.0,276.0,828.0,1104.0,828.0,644.0,828.0,180.0,828.0,20.0,828.0,0.0,828.0,20.0,828.0,0.0,828.0,20.0,828.0,8.0,828.0,20.0,828.0,40.0,828.0,60.0,828.0,0.0,828.0,40.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,112.0,828.0,20.0,828.0,296.0,828.0,828.0
24,828.0,1656.0,828.0,644.0,828.0,261.0,828.0,368.0,828.0,552.0,828.0,534.0,828.0,1104.0,828.0,1656.0,828.0,184.0,828.0,276.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,0.0,828.0,267.0,828.0,828.0,828.0,890.0,828.0,644.0,828.0,1748.0,828.0,92.0,828.0,0.0,828.0,644.0,828.0,140.0,828.0,0.0,828.0,1840.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,8.0,828.0,800.0,828.0,100.0,828.0,20.0,828.0,119.0,828.0,2.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,8.0,828.0,8.0,828.0,8.0,828.0,828.0
25,828.0,1656.0,828.0,644.0,828.0,276.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,249.0,828.0,1656.0,828.0,184.0,828.0,276.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,356.0,828.0,0.0,828.0,828.0,828.0,92.0,828.0,644.0,828.0,92.0,828.0,0.0,828.0,184.0,828.0,644.0,828.0,20.0,828.0,430.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,8.0,828.0,74.0,828.0,20.0,828.0,460.0,828.0,0.0,828.0,426.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,65.0,828.0,0.0,828.0,8.0,828.0,828.0
26,828.0,1656.0,828.0,644.0,828.0,460.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1656.0,828.0,184.0,828.0,276.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,356.0,828.0,267.0,828.0,828.0,828.0,460.0,828.0,644.0,828.0,92.0,828.0,92.0,828.0,0.0,828.0,644.0,828.0,310.0,828.0,20.0,828.0,1104.0,828.0,2208.0,828.0,20.0,828.0,0.0,828.0,8.0,828.0,64.0,828.0,74.0,828.0,80.0,828.0,240.0,828.0,148.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,0.0,828.0,16.0,828.0,8.0,828.0,828.0
27,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1656.0,828.0,184.0,828.0,276.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,356.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,368.0,828.0,92.0,828.0,1540.0,828.0,552.0,828.0,644.0,828.0,100.0,828.0,120.0,828.0,20.0,828.0,89.0,828.0,1104.0,828.0,71.0,828.0,8.0,828.0,0.0,828.0,20.0,828.0,0.0,828.0,40.0,828.0,740.0,828.0,20.0,828.0,20.0,828.0,60.0,828.0,16.0,828.0,0.0,828.0,8.0,828.0,828.0
28,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1656.0,828.0,920.0,828.0,276.0,828.0,276.0,828.0,828.0,828.0,92.0,828.0,445.0,828.0,267.0,828.0,828.0,828.0,1012.0,828.0,644.0,828.0,460.0,828.0,92.0,828.0,92.0,828.0,644.0,828.0,20.0,828.0,184.0,828.0,240.0,828.0,276.0,828.0,20.0,828.0,0.0,828.0,8.0,828.0,184.0,828.0,0.0,828.0,20.0,828.0,415.0,828.0,0.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,24.0,828.0,370.0,828.0,8.0,828.0,828.0
29,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,267.0,828.0,828.0,828.0,1656.0,828.0,184.0,828.0,276.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,356.0,828.0,267.0,828.0,828.0,828.0,0.0,828.0,644.0,828.0,0.0,828.0,92.0,828.0,92.0,828.0,644.0,828.0,100.0,828.0,20.0,828.0,420.0,828.0,0.0,828.0,20.0,828.0,0.0,828.0,20.0,828.0,20.0,828.0,222.0,828.0,12.0,828.0,20.0,828.0,148.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,24.0,828.0,8.0,828.0,8.0,828.0,828.0
30,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,860.0,828.0,0.0,828.0,1104.0,828.0,1932.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,534.0,828.0,267.0,828.0,828.0,828.0,159.0,828.0,644.0,828.0,0.0,828.0,0.0,828.0,1196.0,828.0,644.0,828.0,0.0,828.0,20.0,828.0,205.0,828.0,156.0,828.0,376.0,828.0,100.0,828.0,20.0,828.0,267.0,828.0,20.0,828.0,0.0,828.0,222.0,828.0,296.0,828.0,20.0,828.0,20.0,828.0,12.0,828.0,0.0,828.0,176.0,828.0,0.0,828.0,828.0
31,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1564.0,828.0,920.0,828.0,276.0,828.0,0.0,828.0,1012.0,828.0,828.0,828.0,356.0,828.0,267.0,828.0,828.0,828.0,736.0,828.0,644.0,828.0,92.0,828.0,276.0,828.0,552.0,828.0,644.0,828.0,80.0,828.0,444.0,828.0,60.0,828.0,0.0,828.0,220.0,828.0,120.0,828.0,0.0,828.0,92.0,828.0,20.0,828.0,56.0,828.0,148.0,828.0,258.0,828.0,4.0,828.0,40.0,828.0,534.0,828.0,148.0,828.0,0.0,828.0,8.0,828.0,828.0
32,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1656.0,828.0,184.0,828.0,276.0,828.0,276.0,828.0,828.0,828.0,92.0,828.0,356.0,828.0,267.0,828.0,92.0,828.0,828.0,828.0,644.0,828.0,0.0,828.0,92.0,828.0,276.0,828.0,0.0,828.0,41.0,828.0,184.0,828.0,20.0,828.0,20.0,828.0,0.0,828.0,249.0,828.0,20.0,828.0,29.0,828.0,20.0,828.0,20.0,828.0,0.0,828.0,148.0,828.0,20.0,828.0,20.0,828.0,188.0,828.0,8.0,828.0,8.0,828.0,8.0,828.0,828.0
33,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1656.0,828.0,184.0,828.0,276.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,356.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,644.0,828.0,92.0,828.0,92.0,828.0,92.0,828.0,644.0,828.0,0.0,828.0,260.0,828.0,184.0,828.0,300.0,828.0,120.0,828.0,92.0,828.0,20.0,828.0,20.0,828.0,430.0,828.0,0.0,828.0,77.0,828.0,148.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,8.0,828.0,8.0,828.0,8.0,828.0,828.0
34,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,276.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1656.0,828.0,184.0,828.0,276.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,356.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,644.0,828.0,368.0,828.0,92.0,828.0,92.0,828.0,828.0,828.0,40.0,828.0,20.0,828.0,50.0,828.0,53.0,828.0,740.0,828.0,20.0,828.0,20.0,828.0,540.0,828.0,0.0,828.0,1869.0,828.0,267.0,828.0,0.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,8.0,828.0,92.0,828.0,8.0,828.0,828.0
35,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,356.0,828.0,828.0,828.0,1656.0,828.0,184.0,828.0,276.0,828.0,276.0,828.0,828.0,828.0,0.0,828.0,356.0,828.0,267.0,828.0,92.0,828.0,828.0,828.0,644.0,828.0,1196.0,828.0,0.0,828.0,184.0,828.0,644.0,828.0,460.0,828.0,20.0,828.0,50.0,828.0,20.0,828.0,74.0,828.0,0.0,828.0,92.0,828.0,60.0,828.0,20.0,828.0,20.0,828.0,40.0,828.0,0.0,828.0,20.0,828.0,20.0,828.0,89.0,828.0,284.0,828.0,497.0,828.0,8.0,828.0,828.0
36,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,445.0,828.0,736.0,828.0,1656.0,828.0,0.0,828.0,276.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,356.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,644.0,828.0,92.0,828.0,40.0,828.0,92.0,828.0,644.0,828.0,20.0,828.0,83.0,828.0,200.0,828.0,74.0,828.0,20.0,828.0,92.0,828.0,20.0,828.0,20.0,828.0,920.0,828.0,159.0,828.0,308.0,828.0,148.0,828.0,20.0,828.0,20.0,828.0,20.0,828.0,8.0,828.0,267.0,828.0,8.0,828.0,828.0
37,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1656.0,828.0,184.0,828.0,276.0,828.0,276.0,828.0,828.0,828.0,0.0,828.0,356.0,828.0,267.0,828.0,828.0,828.0,0.0,828.0,644.0,828.0,276.0,828.0,276.0,828.0,92.0,828.0,644.0,828.0,20.0,828.0,60.0,828.0,312.0,828.0,20.0,828.0,20.0,828.0,368.0,828.0,80.0,828.0,0.0,828.0,0.0,828.0,282.0,828.0,148.0,828.0,148.0,828.0,20.0,828.0,0.0,828.0,20.0,828.0,0.0,828.0,40.0,828.0,8.0,828.0,0.0
38,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1656.0,828.0,160.0,828.0,276.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,356.0,828.0,178.0,828.0,828.0,828.0,828.0,828.0,1012.0,828.0,0.0,828.0,184.0,828.0,92.0,828.0,644.0,828.0,0.0,828.0,74.0,828.0,276.0,828.0,82.0,828.0,20.0,828.0,46.0,828.0,178.0,828.0,250.0,828.0,184.0,828.0,280.0,828.0,20.0,828.0,0.0,828.0,20.0,828.0,140.0,828.0,20.0,828.0,4.0,828.0,140.0,828.0,8.0,828.0,828.0
39,828.0,1656.0,828.0,644.0,828.0,828.0,828.0,368.0,828.0,534.0,828.0,534.0,828.0,828.0,828.0,1656.0,828.0,1196.0,828.0,276.0,828.0,276.0,828.0,828.0,828.0,828.0,828.0,356.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,644.0,828.0,0.0,828.0,92.0,828.0,92.0,828.0,644.0,828.0,0.0,828.0,902.0,828.0,20.0,828.0,46.0,828.0,0.0,828.0,20.0,828.0,368.0,828.0,20.0,828.0,140.0,828.0,89.0,828.0,60.0,828.0,370.0,828.0,20.0,828.0,20.0,828.0,518.0,828.0,0.0,828.0,68.0,828.0,29.0,828.0,460.0
40,534.0,828.0,534.0,644.0,534.0,828.0,534.0,368.0,534.0,534.0,534.0,534.0,534.0,828.0,534.0,1656.0,534.0,368.0,534.0,276.0,534.0,276.0,534.0,828.0,534.0,828.0,534.0,356.0,534.0,267.0,534.0,828.0,534.0,828.0,534.0,644.0,534.0,1840.0,534.0,534.0,534.0,92.0,534.0,644.0,534.0,20.0,534.0,0.0,534.0,60.0,534.0,20.0,534.0,71.0,534.0,0.0,534.0,180.0,534.0,0.0,534.0,100.0,534.0,0.0,534.0,20.0,534.0,74.0,534.0,20.0,534.0,20.0,534.0,20.0,534.0,0.0,534.0,8.0,534.0,8.0,534.0,828.0
