,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.0,344.0,0.0,0.0,0.0,828.0,0.0,172.0,0.0,890.0,0.0,267.0,0.0,83.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,344.0,0.0,0.0,0.0,828.0,0.0,172.0,0.0,890.0,0.0,445.0,0.0,83.0,0.0,890.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0
2,0.0,344.0,0.0,0.0,0.0,828.0,0.0,172.0,0.0,890.0,0.0,0.0,0.0,83.0,0.0,890.0,0.0,356.0,0.0,644.0,0.0,0.0,0.0,0.0
3,0.0,344.0,0.0,0.0,0.0,828.0,0.0,172.0,0.0,890.0,0.0,267.0,0.0,83.0,0.0,0.0,0.0,83.0,0.0,166.0,0.0,0.0,0.0,0.0
4,0.0,344.0,0.0,0.0,0.0,828.0,0.0,172.0,0.0,890.0,0.0,267.0,0.0,83.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,344.0,0.0,0.0,0.0,828.0,0.0,172.0,0.0,890.0,0.0,80.0,0.0,83.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,276.0,0.0,0.0
6,0.0,344.0,0.0,0.0,0.0,828.0,0.0,172.0,0.0,890.0,0.0,0.0,0.0,83.0,0.0,890.0,0.0,332.0,0.0,276.0,0.0,0.0,0.0,0.0
7,0.0,344.0,0.0,0.0,0.0,828.0,0.0,172.0,0.0,890.0,0.0,267.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,344.0,0.0,0.0,0.0,736.0,0.0,0.0,0.0,801.0,0.0,267.0,0.0,890.0,0.0,890.0,0.0,664.0,0.0,332.0,0.0,0.0,0.0,0.0
9,0.0,344.0,0.0,0.0,0.0,184.0,0.0,368.0,0.0,801.0,0.0,267.0,0.0,890.0,0.0,445.0,0.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0
