,0,1,2,3,4,5,6,7
0,828.0,712.0,828.0,828.0,828.0,1932.0,828.0,2024.0
1,828.0,712.0,828.0,828.0,828.0,1932.0,828.0,2024.0
2,828.0,712.0,828.0,828.0,828.0,1932.0,828.0,2024.0
3,828.0,712.0,828.0,828.0,828.0,1932.0,828.0,2024.0
4,828.0,712.0,828.0,828.0,828.0,1932.0,828.0,2024.0
5,828.0,712.0,828.0,828.0,828.0,1932.0,828.0,2024.0
6,828.0,712.0,828.0,828.0,828.0,1932.0,828.0,2024.0
7,828.0,712.0,828.0,828.0,828.0,1932.0,828.0,2024.0
8,828.0,712.0,828.0,828.0,828.0,1656.0,828.0,1932.0
9,828.0,712.0,828.0,828.0,828.0,1656.0,828.0,1932.0
10,828.0,712.0,828.0,828.0,828.0,1656.0,828.0,1932.0
11,828.0,712.0,828.0,828.0,828.0,1656.0,828.0,1932.0
12,828.0,712.0,828.0,828.0,828.0,1656.0,828.0,1932.0
13,828.0,712.0,828.0,736.0,828.0,1656.0,828.0,1932.0
14,828.0,712.0,828.0,1104.0,828.0,1656.0,828.0,1932.0
15,828.0,712.0,828.0,1104.0,828.0,368.0,828.0,1932.0
16,828.0,712.0,828.0,1104.0,828.0,1656.0,828.0,1932.0
17,828.0,712.0,828.0,1104.0,828.0,1012.0,828.0,1932.0
18,828.0,712.0,828.0,1104.0,828.0,1656.0,828.0,1380.0
19,828.0,712.0,828.0,1104.0,828.0,1656.0,828.0,1932.0
20,828.0,712.0,828.0,1104.0,828.0,1656.0,828.0,1932.0
21,828.0,712.0,828.0,1104.0,828.0,1656.0,828.0,1932.0
22,828.0,712.0,828.0,1104.0,828.0,1748.0,828.0,1932.0
23,828.0,712.0,828.0,828.0,828.0,1656.0,828.0,1932.0
24,828.0,712.0,828.0,552.0,828.0,308.0,828.0,1932.0
25,828.0,712.0,828.0,828.0,828.0,368.0,828.0,1932.0
26,828.0,712.0,828.0,828.0,828.0,368.0,828.0,1932.0
27,828.0,712.0,828.0,828.0,828.0,368.0,828.0,1932.0
28,828.0,712.0,828.0,828.0,828.0,368.0,828.0,1932.0
29,828.0,712.0,828.0,828.0,828.0,368.0,828.0,1932.0
30,828.0,712.0,828.0,828.0,828.0,368.0,828.0,1932.0
31,828.0,712.0,828.0,828.0,828.0,368.0,828.0,1932.0
32,828.0,712.0,828.0,828.0,828.0,368.0,828.0,1932.0
33,828.0,712.0,828.0,828.0,828.0,368.0,828.0,1932.0
34,828.0,712.0,828.0,828.0,828.0,1656.0,828.0,1932.0
35,828.0,712.0,828.0,828.0,828.0,1656.0,828.0,1932.0
36,828.0,712.0,828.0,828.0,828.0,0.0,828.0,1932.0
37,828.0,712.0,828.0,828.0,828.0,1656.0,828.0,1932.0
38,828.0,712.0,828.0,736.0,828.0,1656.0,828.0,1932.0
39,828.0,712.0,828.0,828.0,828.0,1656.0,828.0,1932.0
40,89.0,828.0,89.0,828.0,89.0,1656.0,89.0,1932.0
41,89.0,828.0,89.0,828.0,89.0,1656.0,89.0,0.0
42,89.0,828.0,89.0,828.0,89.0,1656.0,89.0,1932.0
43,89.0,828.0,89.0,828.0,89.0,1656.0,89.0,1932.0
44,89.0,828.0,89.0,828.0,89.0,1656.0,89.0,1932.0
45,89.0,828.0,89.0,920.0,89.0,1656.0,89.0,1932.0
46,89.0,828.0,89.0,828.0,89.0,1656.0,89.0,1932.0
47,89.0,828.0,89.0,828.0,89.0,1472.0,89.0,1932.0
48,89.0,828.0,89.0,828.0,89.0,1656.0,89.0,1932.0
49,89.0,828.0,89.0,828.0,89.0,1656.0,89.0,1932.0
50,89.0,828.0,89.0,828.0,89.0,1656.0,89.0,1012.0
51,89.0,828.0,89.0,828.0,89.0,1656.0,89.0,184.0
52,89.0,828.0,89.0,828.0,89.0,1656.0,89.0,1932.0
53,89.0,828.0,89.0,828.0,89.0,1196.0,89.0,1932.0
54,89.0,828.0,89.0,828.0,89.0,1656.0,89.0,1932.0
55,89.0,828.0,89.0,644.0,89.0,1656.0,89.0,1932.0
56,89.0,828.0,89.0,828.0,89.0,1656.0,89.0,1932.0
57,89.0,92.0,89.0,828.0,89.0,1656.0,89.0,1932.0
58,89.0,1196.0,89.0,828.0,89.0,1656.0,89.0,1932.0
59,89.0,828.0,89.0,828.0,89.0,1656.0,89.0,1932.0
60,89.0,828.0,89.0,828.0,89.0,1656.0,89.0,1932.0
61,89.0,828.0,89.0,828.0,89.0,1656.0,89.0,1932.0
62,89.0,828.0,89.0,1196.0,89.0,1656.0,89.0,1932.0
63,89.0,828.0,89.0,920.0,89.0,1656.0,89.0,1932.0
64,89.0,828.0,89.0,828.0,89.0,1656.0,89.0,1932.0
65,89.0,828.0,89.0,828.0,89.0,1656.0,89.0,1932.0
66,89.0,828.0,89.0,828.0,89.0,1656.0,89.0,1932.0
67,89.0,828.0,89.0,828.0,89.0,1656.0,89.0,1932.0
68,89.0,828.0,89.0,828.0,89.0,1656.0,89.0,1932.0
