0,3.0,0.0,3.0,39.0,3.0,3.0,3.0,3.0,14.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,8.0,14.0,39.0,0.0,15.0,0.0,26.0,0.0,30.0,0.0,17.0,0.0,18.0,8.0,9.0,24.0,9.0,33.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,0.0,24.0,39.0,0.0,14.0,0.0,0.0,0.0,50.0,30.0,0.0,53.0,0.0,3.0,3.0,9.0,9.0,6.0,3.0,3.0,0.0,23.0,27.0,0.0,12.0,3.0,0.0,0.0,0.0,53.0,39.0,9.0,0.0,0.0
1,3.0,0.0,3.0,39.0,18.0,3.0,3.0,21.0,8.0,3.0,44.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,8.0,14.0,9.0,11.0,0.0,50.0,26.0,6.0,15.0,53.0,6.0,6.0,39.0,0.0,53.0,0.0,15.0,3.0,3.0,12.0,0.0,0.0,0.0,6.0,6.0,24.0,30.0,39.0,14.0,0.0,12.0,0.0,50.0,35.0,30.0,0.0,53.0,0.0,0.0,27.0,18.0,9.0,44.0,3.0,0.0,0.0,24.0,53.0,27.0,9.0,12.0,0.0,0.0,53.0,0.0,45.0,36.0,17.0,0.0
2,3.0,0.0,3.0,39.0,3.0,0.0,0.0,3.0,0.0,3.0,44.0,33.0,17.0,0.0,0.0,9.0,9.0,0.0,3.0,53.0,14.0,39.0,23.0,0.0,0.0,27.0,15.0,3.0,53.0,0.0,39.0,39.0,14.0,45.0,44.0,45.0,3.0,3.0,24.0,21.0,3.0,0.0,24.0,9.0,0.0,24.0,39.0,24.0,14.0,24.0,0.0,50.0,9.0,30.0,15.0,3.0,0.0,39.0,8.0,0.0,9.0,44.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,3.0,0.0,36.0,41.0,0.0,0.0
3,3.0,0.0,18.0,39.0,3.0,3.0,0.0,9.0,30.0,3.0,3.0,0.0,9.0,0.0,0.0,9.0,9.0,0.0,0.0,8.0,14.0,39.0,0.0,30.0,50.0,53.0,0.0,39.0,44.0,53.0,39.0,0.0,0.0,8.0,0.0,27.0,3.0,3.0,24.0,0.0,0.0,0.0,14.0,0.0,21.0,3.0,39.0,6.0,14.0,53.0,0.0,50.0,50.0,30.0,0.0,53.0,0.0,39.0,9.0,0.0,50.0,44.0,3.0,0.0,12.0,12.0,18.0,0.0,9.0,27.0,0.0,0.0,45.0,0.0,0.0,11.0,0.0,0.0
4,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,42.0,3.0,12.0,0.0,36.0,0.0,0.0,45.0,18.0,38.0,3.0,0.0,6.0,6.0,45.0,11.0,50.0,26.0,30.0,36.0,53.0,0.0,39.0,0.0,8.0,27.0,6.0,9.0,15.0,12.0,0.0,33.0,18.0,6.0,14.0,24.0,6.0,0.0,12.0,39.0,24.0,53.0,0.0,0.0,50.0,30.0,21.0,3.0,9.0,39.0,0.0,6.0,20.0,44.0,30.0,3.0,0.0,0.0,0.0,0.0,9.0,45.0,21.0,0.0,33.0,32.0,24.0,0.0,44.0,0.0
5,3.0,0.0,21.0,3.0,3.0,3.0,3.0,3.0,14.0,41.0,0.0,9.0,0.0,0.0,36.0,0.0,9.0,0.0,3.0,0.0,14.0,30.0,33.0,0.0,50.0,26.0,3.0,0.0,53.0,53.0,21.0,39.0,3.0,36.0,21.0,23.0,21.0,3.0,0.0,18.0,0.0,0.0,24.0,15.0,6.0,6.0,39.0,27.0,0.0,32.0,0.0,30.0,50.0,33.0,33.0,53.0,47.0,39.0,36.0,36.0,12.0,44.0,3.0,0.0,0.0,27.0,0.0,0.0,9.0,0.0,3.0,0.0,39.0,53.0,14.0,14.0,8.0,53.0
6,3.0,0.0,12.0,0.0,3.0,3.0,3.0,3.0,3.0,27.0,3.0,0.0,27.0,21.0,0.0,0.0,9.0,0.0,45.0,0.0,0.0,30.0,24.0,27.0,50.0,26.0,0.0,15.0,11.0,53.0,0.0,6.0,21.0,29.0,44.0,24.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,53.0,0.0,14.0,20.0,0.0,6.0,35.0,30.0,0.0,53.0,0.0,39.0,36.0,42.0,3.0,44.0,0.0,15.0,0.0,0.0,27.0,6.0,9.0,3.0,0.0,0.0,53.0,53.0,21.0,24.0,20.0,0.0
7,3.0,0.0,36.0,3.0,3.0,9.0,53.0,15.0,3.0,0.0,45.0,3.0,6.0,0.0,0.0,9.0,9.0,18.0,3.0,0.0,14.0,14.0,0.0,38.0,0.0,26.0,9.0,6.0,47.0,23.0,39.0,38.0,39.0,24.0,9.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,14.0,9.0,24.0,21.0,53.0,14.0,14.0,0.0,21.0,39.0,27.0,36.0,18.0,26.0,0.0,6.0,8.0,0.0,0.0,44.0,0.0,24.0,42.0,0.0,53.0,0.0,3.0,9.0,0.0,0.0,0.0,53.0,14.0,9.0,8.0,0.0
8,3.0,0.0,3.0,3.0,26.0,15.0,3.0,0.0,30.0,27.0,12.0,27.0,30.0,0.0,0.0,0.0,9.0,0.0,0.0,39.0,14.0,0.0,6.0,0.0,15.0,26.0,42.0,30.0,53.0,53.0,0.0,39.0,30.0,21.0,44.0,33.0,3.0,3.0,0.0,36.0,27.0,0.0,0.0,39.0,6.0,3.0,53.0,39.0,14.0,0.0,0.0,50.0,3.0,30.0,3.0,29.0,53.0,3.0,24.0,9.0,6.0,6.0,0.0,21.0,33.0,53.0,9.0,0.0,0.0,9.0,0.0,6.0,3.0,0.0,14.0,0.0,8.0,0.0
9,3.0,50.0,3.0,3.0,3.0,3.0,3.0,21.0,3.0,12.0,36.0,53.0,3.0,0.0,0.0,9.0,35.0,0.0,9.0,39.0,53.0,39.0,0.0,6.0,50.0,26.0,30.0,12.0,53.0,53.0,39.0,39.0,30.0,0.0,21.0,53.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,0.0,3.0,53.0,32.0,14.0,0.0,0.0,0.0,50.0,30.0,26.0,53.0,27.0,6.0,15.0,50.0,15.0,36.0,3.0,3.0,0.0,3.0,53.0,0.0,9.0,27.0,33.0,21.0,3.0,30.0,36.0,3.0,26.0,0.0
