,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
0,828.0,1932.0,828.0,444.0,828.0,172.0,828.0,602.0,828.0,1806.0,828.0,602.0,828.0,1290.0,828.0,1806.0,828.0,460.0,828.0,86.0,828.0,890.0,828.0,890.0,828.0,370.0,828.0,444.0,828.0,444.0,828.0,172.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,148.0,828.0,148.0,828.0,828.0,828.0,460.0,828.0,1932.0,828.0,1104.0,828.0,356.0,828.0,828.0,828.0,828.0,828.0,890.0
1,828.0,1932.0,828.0,444.0,828.0,172.0,828.0,602.0,828.0,1806.0,828.0,602.0,828.0,1290.0,828.0,1806.0,828.0,828.0,828.0,86.0,828.0,890.0,828.0,890.0,828.0,444.0,828.0,444.0,828.0,444.0,828.0,172.0,828.0,258.0,828.0,0.0,828.0,0.0,828.0,148.0,828.0,148.0,828.0,828.0,828.0,1932.0,828.0,0.0,828.0,1104.0,828.0,0.0,828.0,1012.0,828.0,828.0,828.0,890.0
2,828.0,1932.0,828.0,444.0,828.0,172.0,828.0,602.0,828.0,1806.0,828.0,602.0,828.0,1290.0,828.0,1806.0,828.0,0.0,828.0,344.0,828.0,890.0,828.0,890.0,828.0,444.0,828.0,444.0,828.0,1776.0,828.0,172.0,828.0,0.0,828.0,92.0,828.0,0.0,828.0,552.0,828.0,148.0,828.0,828.0,828.0,1932.0,828.0,1932.0,828.0,1104.0,828.0,267.0,828.0,0.0,828.0,828.0,828.0,890.0
3,828.0,1932.0,828.0,444.0,828.0,172.0,828.0,602.0,828.0,1806.0,828.0,602.0,828.0,1290.0,828.0,1806.0,828.0,828.0,828.0,86.0,828.0,890.0,828.0,267.0,828.0,444.0,828.0,444.0,828.0,0.0,828.0,172.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,1184.0,828.0,148.0,828.0,828.0,828.0,1932.0,828.0,1932.0,828.0,1012.0,828.0,267.0,828.0,213.0,828.0,828.0,828.0,890.0
4,828.0,1932.0,828.0,444.0,828.0,172.0,828.0,602.0,828.0,1806.0,828.0,602.0,828.0,1290.0,828.0,1806.0,828.0,828.0,828.0,258.0,828.0,890.0,828.0,267.0,828.0,444.0,828.0,444.0,828.0,962.0,828.0,1406.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,148.0,828.0,0.0,828.0,1932.0,828.0,1656.0,828.0,1104.0,828.0,267.0,828.0,460.0,828.0,828.0,828.0,890.0
5,828.0,1932.0,828.0,444.0,828.0,172.0,828.0,602.0,828.0,1806.0,828.0,602.0,828.0,1290.0,828.0,1806.0,828.0,828.0,828.0,86.0,828.0,177.0,828.0,267.0,828.0,444.0,828.0,1036.0,828.0,92.0,828.0,172.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,148.0,828.0,148.0,828.0,828.0,828.0,1932.0,828.0,1932.0,828.0,1104.0,828.0,267.0,828.0,644.0,828.0,828.0,828.0,890.0
6,828.0,1932.0,828.0,444.0,828.0,172.0,828.0,602.0,828.0,1806.0,828.0,602.0,828.0,1290.0,828.0,1806.0,828.0,828.0,828.0,86.0,828.0,267.0,828.0,267.0,828.0,148.0,828.0,592.0,828.0,444.0,828.0,172.0,828.0,0.0,828.0,249.0,828.0,0.0,828.0,0.0,828.0,148.0,828.0,828.0,828.0,1932.0,828.0,1932.0,828.0,92.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,890.0
7,828.0,1932.0,828.0,444.0,828.0,172.0,828.0,602.0,828.0,1806.0,828.0,602.0,828.0,1290.0,828.0,688.0,828.0,828.0,828.0,86.0,828.0,890.0,828.0,267.0,828.0,814.0,828.0,148.0,828.0,444.0,828.0,172.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,148.0,828.0,148.0,828.0,828.0,828.0,1932.0,828.0,0.0,828.0,1104.0,828.0,267.0,828.0,828.0,828.0,644.0,828.0,890.0
8,828.0,1932.0,828.0,828.0,828.0,86.0,828.0,86.0,828.0,1932.0,828.0,602.0,828.0,1806.0,828.0,1806.0,828.0,828.0,828.0,86.0,828.0,890.0,828.0,267.0,828.0,444.0,828.0,444.0,828.0,444.0,828.0,172.0,828.0,0.0,828.0,71.0,828.0,0.0,828.0,1036.0,828.0,148.0,828.0,828.0,828.0,1932.0,828.0,2300.0,828.0,1104.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,890.0
9,828.0,1932.0,828.0,828.0,828.0,86.0,828.0,86.0,828.0,1932.0,828.0,602.0,828.0,1806.0,828.0,1806.0,828.0,828.0,828.0,86.0,828.0,890.0,828.0,267.0,828.0,92.0,828.0,444.0,828.0,518.0,828.0,172.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,148.0,828.0,148.0,828.0,828.0,828.0,1932.0,828.0,1932.0,828.0,1104.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,890.0
10,828.0,1932.0,828.0,828.0,828.0,86.0,828.0,86.0,828.0,1932.0,828.0,602.0,828.0,1806.0,828.0,1806.0,828.0,828.0,828.0,86.0,828.0,890.0,828.0,267.0,828.0,444.0,828.0,444.0,828.0,444.0,828.0,172.0,828.0,0.0,828.0,83.0,828.0,0.0,828.0,148.0,828.0,148.0,828.0,828.0,828.0,1472.0,828.0,1932.0,828.0,1104.0,828.0,267.0,828.0,552.0,828.0,920.0,828.0,890.0
11,828.0,1932.0,828.0,828.0,828.0,86.0,828.0,86.0,828.0,1932.0,828.0,602.0,828.0,1806.0,828.0,1806.0,828.0,828.0,828.0,86.0,828.0,890.0,828.0,267.0,828.0,444.0,828.0,444.0,828.0,444.0,828.0,644.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,184.0,828.0,148.0,828.0,828.0,828.0,92.0,828.0,1932.0,828.0,1104.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,890.0
12,828.0,1932.0,828.0,828.0,828.0,258.0,828.0,86.0,828.0,1932.0,828.0,602.0,828.0,1806.0,828.0,1720.0,828.0,828.0,828.0,86.0,828.0,890.0,828.0,890.0,828.0,444.0,828.0,444.0,828.0,444.0,828.0,172.0,828.0,0.0,828.0,0.0,828.0,83.0,828.0,0.0,828.0,148.0,828.0,828.0,828.0,1932.0,828.0,1932.0,828.0,1104.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,890.0
13,828.0,1932.0,828.0,828.0,828.0,86.0,828.0,86.0,828.0,1932.0,828.0,602.0,828.0,1806.0,828.0,1806.0,828.0,828.0,828.0,86.0,828.0,890.0,828.0,890.0,828.0,444.0,828.0,962.0,828.0,74.0,828.0,172.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,148.0,828.0,74.0,828.0,828.0,828.0,1932.0,828.0,1932.0,828.0,1104.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,979.0
14,828.0,1932.0,828.0,828.0,828.0,86.0,828.0,86.0,828.0,1932.0,828.0,516.0,828.0,1806.0,828.0,1806.0,828.0,828.0,828.0,516.0,828.0,890.0,828.0,92.0,828.0,444.0,828.0,444.0,828.0,444.0,828.0,172.0,828.0,344.0,828.0,0.0,828.0,0.0,828.0,1258.0,828.0,148.0,828.0,0.0,828.0,1932.0,828.0,1932.0,828.0,1104.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,890.0
15,828.0,1932.0,828.0,828.0,828.0,86.0,828.0,86.0,828.0,1932.0,828.0,602.0,828.0,1806.0,828.0,1806.0,828.0,828.0,828.0,258.0,828.0,890.0,828.0,890.0,828.0,444.0,828.0,444.0,828.0,148.0,828.0,172.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,516.0,828.0,148.0,828.0,828.0,828.0,1932.0,828.0,1932.0,828.0,276.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,890.0
16,828.0,1932.0,828.0,828.0,828.0,86.0,828.0,86.0,828.0,552.0,828.0,602.0,828.0,1806.0,828.0,1548.0,828.0,828.0,828.0,86.0,828.0,890.0,828.0,890.0,828.0,74.0,828.0,444.0,828.0,444.0,828.0,172.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,148.0,828.0,148.0,828.0,736.0,828.0,1932.0,828.0,1932.0,828.0,0.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,890.0
17,828.0,1932.0,828.0,828.0,828.0,86.0,828.0,86.0,828.0,1932.0,828.0,602.0,828.0,344.0,828.0,1806.0,828.0,828.0,828.0,86.0,828.0,890.0,828.0,890.0,828.0,444.0,828.0,444.0,828.0,444.0,828.0,172.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,148.0,828.0,828.0,828.0,1932.0,828.0,1932.0,828.0,356.0,828.0,0.0,828.0,828.0,828.0,552.0,828.0,890.0
18,828.0,1932.0,828.0,828.0,828.0,86.0,828.0,86.0,828.0,1932.0,828.0,602.0,828.0,1806.0,828.0,1806.0,828.0,828.0,828.0,86.0,828.0,890.0,828.0,890.0,828.0,444.0,828.0,444.0,828.0,276.0,828.0,172.0,828.0,0.0,828.0,0.0,828.0,0.0,828.0,148.0,828.0,148.0,828.0,828.0,828.0,1932.0,828.0,1932.0,828.0,368.0,828.0,267.0,828.0,828.0,828.0,828.0,828.0,890.0
