,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
0,828.0,445.0,828.0,828.0,828.0,979.0,828.0,267.0,828.0,720.0,828.0,89.0,828.0,2047.0,828.0,720.0,828.0,720.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,0.0,828.0,828.0,828.0,801.0,828.0,828.0,828.0,89.0,828.0,828.0,828.0,249.0,828.0,664.0,828.0,249.0,828.0,552.0,828.0,2047.0,828.0,2225.0,828.0,1012.0,828.0,1380.0
1,828.0,445.0,828.0,828.0,828.0,979.0,828.0,267.0,828.0,720.0,828.0,1157.0,828.0,2047.0,828.0,720.0,828.0,720.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,460.0,828.0,828.0,828.0,801.0,828.0,828.0,828.0,89.0,828.0,828.0,828.0,166.0,828.0,249.0,828.0,498.0,828.0,184.0,828.0,2047.0,828.0,2047.0,828.0,1012.0,828.0,1380.0
2,828.0,445.0,828.0,828.0,828.0,979.0,828.0,267.0,828.0,720.0,828.0,89.0,828.0,2047.0,828.0,720.0,828.0,720.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,801.0,828.0,828.0,828.0,1068.0,828.0,1104.0,828.0,249.0,828.0,249.0,828.0,332.0,828.0,0.0,828.0,1958.0,828.0,1776.0,828.0,1012.0,828.0,1380.0
3,828.0,445.0,828.0,828.0,828.0,979.0,828.0,267.0,828.0,720.0,828.0,89.0,828.0,2047.0,828.0,720.0,828.0,720.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,801.0,828.0,828.0,828.0,89.0,828.0,801.0,828.0,249.0,828.0,249.0,828.0,92.0,828.0,828.0,828.0,2047.0,828.0,2047.0,828.0,1012.0,828.0,1380.0
4,828.0,445.0,828.0,828.0,828.0,979.0,828.0,267.0,828.0,720.0,828.0,89.0,828.0,2047.0,828.0,720.0,828.0,720.0,828.0,0.0,828.0,736.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,801.0,828.0,828.0,828.0,89.0,828.0,828.0,828.0,249.0,828.0,913.0,828.0,166.0,828.0,828.0,828.0,2047.0,828.0,2047.0,828.0,1012.0,828.0,1380.0
5,828.0,445.0,828.0,1104.0,828.0,979.0,828.0,267.0,828.0,720.0,828.0,89.0,828.0,2047.0,828.0,720.0,828.0,720.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,184.0,828.0,801.0,828.0,184.0,828.0,89.0,828.0,828.0,828.0,249.0,828.0,249.0,828.0,0.0,828.0,828.0,828.0,2047.0,828.0,2047.0,828.0,1012.0,828.0,1380.0
6,828.0,445.0,828.0,828.0,828.0,979.0,828.0,267.0,828.0,720.0,828.0,89.0,828.0,2047.0,828.0,720.0,828.0,720.0,828.0,89.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,1012.0,828.0,801.0,828.0,92.0,828.0,89.0,828.0,828.0,828.0,249.0,828.0,249.0,828.0,77.0,828.0,0.0,828.0,2047.0,828.0,2047.0,828.0,1012.0,828.0,1380.0
7,828.0,445.0,828.0,828.0,828.0,979.0,828.0,267.0,828.0,720.0,828.0,89.0,828.0,2047.0,828.0,720.0,828.0,720.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,1012.0,828.0,801.0,828.0,0.0,828.0,89.0,828.0,828.0,828.0,249.0,828.0,249.0,828.0,0.0,828.0,828.0,828.0,2047.0,828.0,2047.0,828.0,1012.0,828.0,1380.0
8,828.0,445.0,828.0,828.0,828.0,445.0,828.0,445.0,828.0,828.0,828.0,89.0,828.0,89.0,828.0,720.0,828.0,720.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,1012.0,828.0,801.0,828.0,184.0,828.0,89.0,828.0,828.0,828.0,249.0,828.0,249.0,828.0,666.0,828.0,828.0,828.0,2047.0,828.0,0.0,828.0,1104.0,828.0,1380.0
9,828.0,445.0,828.0,828.0,828.0,445.0,828.0,445.0,828.0,828.0,828.0,89.0,828.0,89.0,828.0,720.0,828.0,720.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,1012.0,828.0,801.0,828.0,828.0,828.0,356.0,828.0,736.0,828.0,249.0,828.0,249.0,828.0,0.0,828.0,1564.0,828.0,2047.0,828.0,2047.0,828.0,828.0,828.0,1380.0
10,828.0,445.0,828.0,828.0,828.0,445.0,828.0,445.0,828.0,828.0,828.0,89.0,828.0,89.0,828.0,880.0,828.0,720.0,828.0,267.0,828.0,552.0,828.0,736.0,828.0,828.0,828.0,1012.0,828.0,801.0,828.0,828.0,828.0,89.0,828.0,828.0,828.0,249.0,828.0,249.0,828.0,0.0,828.0,828.0,828.0,2047.0,828.0,2047.0,828.0,1012.0,828.0,1380.0
11,828.0,445.0,828.0,828.0,828.0,89.0,828.0,445.0,828.0,828.0,828.0,89.0,828.0,89.0,828.0,720.0,828.0,720.0,828.0,0.0,828.0,276.0,828.0,828.0,828.0,644.0,828.0,1012.0,828.0,801.0,828.0,828.0,828.0,89.0,828.0,828.0,828.0,249.0,828.0,249.0,828.0,828.0,828.0,828.0,828.0,1691.0,828.0,2047.0,828.0,1012.0,828.0,1380.0
12,828.0,445.0,828.0,828.0,828.0,445.0,828.0,445.0,828.0,828.0,828.0,89.0,828.0,89.0,828.0,720.0,828.0,720.0,828.0,0.0,828.0,828.0,828.0,828.0,828.0,828.0,828.0,1012.0,828.0,801.0,828.0,828.0,828.0,89.0,828.0,460.0,828.0,249.0,828.0,249.0,828.0,0.0,828.0,828.0,828.0,2047.0,828.0,2047.0,828.0,0.0,828.0,1380.0
