,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.0,344.0,0.0,89.0,0.0,516.0,0.0,774.0,0.0,222.0,0.0,74.0,0.0,666.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0
1,0.0,344.0,0.0,89.0,0.0,516.0,0.0,774.0,0.0,222.0,0.0,222.0,0.0,666.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,267.0,0.0,178.0,0.0,0.0,0.0,0.0
2,0.0,344.0,0.0,89.0,0.0,516.0,0.0,774.0,0.0,222.0,0.0,222.0,0.0,666.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,50.0,0.0,534.0,0.0,178.0,0.0,344.0,0.0,0.0
3,0.0,344.0,0.0,89.0,0.0,516.0,0.0,774.0,0.0,222.0,0.0,0.0,0.0,666.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,267.0,0.0,178.0,0.0,0.0,0.0,0.0
4,0.0,344.0,0.0,534.0,0.0,516.0,0.0,774.0,0.0,222.0,0.0,222.0,0.0,666.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,267.0,0.0,178.0,0.0,0.0,0.0,184.0
5,0.0,344.0,0.0,89.0,0.0,516.0,0.0,774.0,0.0,222.0,0.0,222.0,0.0,666.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,267.0,0.0,178.0,0.0,0.0,0.0,0.0
6,0.0,344.0,0.0,89.0,0.0,516.0,0.0,774.0,0.0,222.0,0.0,222.0,0.0,666.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,344.0,0.0,89.0,0.0,516.0,0.0,774.0,0.0,222.0,0.0,222.0,0.0,666.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,267.0,0.0,178.0,0.0,552.0,0.0,0.0
8,0.0,344.0,0.0,89.0,0.0,258.0,0.0,344.0,0.0,258.0,0.0,222.0,0.0,740.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,267.0,0.0,178.0,0.0,0.0,0.0,0.0
9,0.0,344.0,0.0,89.0,0.0,258.0,0.0,344.0,0.0,258.0,0.0,222.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,368.0,0.0,267.0,0.0,178.0,0.0,92.0,0.0,0.0
10,0.0,344.0,0.0,89.0,0.0,258.0,0.0,344.0,0.0,258.0,0.0,222.0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,267.0,0.0,178.0,0.0,0.0,0.0,0.0
11,0.0,344.0,0.0,89.0,0.0,258.0,0.0,344.0,0.0,258.0,0.0,222.0,0.0,222.0,0.0,0.0,0.0,276.0,0.0,92.0,0.0,0.0,0.0,267.0,0.0,368.0,0.0,0.0,0.0,0.0
