,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,342.0,0.0,240.0,0.0,343.0,0.0,342.0,0.0,342.0,0.0,344.0,0.0,342.0,0.0,342.0,0.0,314.0,0.0,342.0,0.0,342.0,0.0,27.0,0.0,342.0,0.0,307.0,0.0,307.0,0.0,108.0,0.0,253.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,105.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,184.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,127.0,0.0,92.0,0.0,92.0,0.0,143.0,0.0,143.0,0.0,143.0,0.0,66.0,0.0,66.0,0.0,66.0,0.0,235.0,0.0,235.0,0.0,205.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,166.0,0.0,132.0,0.0,105.0,0.0,107.0,0.0,69.0,0.0,107.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,342.0,0.0,240.0,0.0,308.0,0.0,342.0,0.0,342.0,0.0,344.0,0.0,342.0,0.0,342.0,0.0,314.0,0.0,342.0,0.0,342.0,0.0,27.0,0.0,342.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,253.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,105.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,184.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,127.0,0.0,92.0,0.0,92.0,0.0,143.0,0.0,143.0,0.0,143.0,0.0,66.0,0.0,66.0,0.0,66.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,107.0,0.0,107.0,0.0,69.0,0.0,107.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,342.0,0.0,240.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,344.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,27.0,0.0,342.0,0.0,307.0,0.0,307.0,0.0,342.0,0.0,253.0,0.0,307.0,0.0,307.0,0.0,304.0,0.0,307.0,0.0,307.0,0.0,198.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,105.0,0.0,38.0,0.0,212.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,184.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,127.0,0.0,92.0,0.0,92.0,0.0,143.0,0.0,143.0,0.0,143.0,0.0,66.0,0.0,66.0,0.0,66.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,201.0,0.0,132.0,0.0,107.0,0.0,107.0,0.0,69.0,0.0,107.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,342.0,0.0,240.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,344.0,0.0,97.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,27.0,0.0,342.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,253.0,0.0,341.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,105.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,74.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,272.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,127.0,0.0,92.0,0.0,92.0,0.0,143.0,0.0,147.0,0.0,143.0,0.0,66.0,0.0,66.0,0.0,66.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,107.0,0.0,107.0,0.0,69.0,0.0,107.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,342.0,0.0,240.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,344.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,253.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,105.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,110.0,0.0,38.0,0.0,38.0,0.0,184.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,127.0,0.0,92.0,0.0,92.0,0.0,143.0,0.0,143.0,0.0,143.0,0.0,66.0,0.0,66.0,0.0,66.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,342.0,0.0,240.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,344.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,253.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,344.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,105.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,184.0,0.0,38.0,0.0,72.0,0.0,38.0,0.0,127.0,0.0,92.0,0.0,92.0,0.0,143.0,0.0,66.0,0.0,143.0,0.0,66.0,0.0,32.0,0.0,66.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,73.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,342.0,0.0,240.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,344.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,253.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,105.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,184.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,127.0,0.0,92.0,0.0,92.0,0.0,143.0,0.0,109.0,0.0,143.0,0.0,66.0,0.0,66.0,0.0,66.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,129.0,0.0,273.0,0.0,132.0,0.0,132.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,104.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,342.0,0.0,240.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,307.0,0.0,307.0,0.0,248.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,308.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,105.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,36.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,184.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,127.0,0.0,92.0,0.0,92.0,0.0,143.0,0.0,143.0,0.0,143.0,0.0,28.0,0.0,74.0,0.0,66.0,0.0,235.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,342.0,0.0,240.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,132.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,343.0,0.0,307.0,0.0,307.0,0.0,248.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,105.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,42.0,0.0,38.0,0.0,184.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,127.0,0.0,92.0,0.0,92.0,0.0,143.0,0.0,143.0,0.0,143.0,0.0,66.0,0.0,74.0,0.0,66.0,0.0,68.0,0.0,235.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,0.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0
,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,342.0,0.0,240.0,0.0,342.0,0.0,342.0,0.0,343.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,306.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,342.0,0.0,307.0,0.0,307.0,0.0,248.0,0.0,307.0,0.0,309.0,0.0,307.0,0.0,343.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,33.0,0.0,38.0,0.0,184.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,127.0,0.0,92.0,0.0,92.0,0.0,143.0,0.0,143.0,0.0,143.0,0.0,66.0,0.0,74.0,0.0,66.0,0.0,235.0,0.0,244.0,0.0,235.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,132.0,0.0,78.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0
