,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
0,552.0,828.0,552.0,370.0,552.0,160.0,552.0,74.0,552.0,1036.0,552.0,1332.0,552.0,64.0,552.0,160.0,552.0,64.0,552.0,64.0,552.0,64.0,552.0,801.0,552.0,172.0,552.0,516.0,552.0,516.0,552.0,552.0,552.0,552.0,552.0,0.0,552.0,480.0,552.0,160.0,552.0,552.0,552.0,0.0,552.0,552.0,552.0,592.0,552.0,0.0,552.0,136.0,552.0,552.0,552.0,68.0,552.0,1496.0,552.0,332.0,552.0,0.0,552.0,0.0,552.0,192.0,552.0,704.0,552.0,801.0
1,552.0,828.0,552.0,370.0,552.0,160.0,552.0,74.0,552.0,1036.0,552.0,1332.0,552.0,64.0,552.0,64.0,552.0,64.0,552.0,64.0,552.0,184.0,552.0,801.0,552.0,516.0,552.0,516.0,552.0,860.0,552.0,552.0,552.0,552.0,552.0,300.0,552.0,640.0,552.0,160.0,552.0,552.0,552.0,0.0,552.0,460.0,552.0,74.0,552.0,0.0,552.0,68.0,552.0,132.0,552.0,204.0,552.0,1496.0,552.0,332.0,552.0,184.0,552.0,0.0,552.0,704.0,552.0,704.0,552.0,801.0
2,552.0,828.0,552.0,370.0,552.0,160.0,552.0,74.0,552.0,1036.0,552.0,1332.0,552.0,64.0,552.0,64.0,552.0,64.0,552.0,64.0,552.0,64.0,552.0,801.0,552.0,516.0,552.0,516.0,552.0,516.0,552.0,552.0,552.0,552.0,552.0,736.0,552.0,288.0,552.0,256.0,552.0,552.0,552.0,800.0,552.0,552.0,552.0,77.0,552.0,68.0,552.0,178.0,552.0,544.0,552.0,68.0,552.0,1496.0,552.0,498.0,552.0,516.0,552.0,0.0,552.0,704.0,552.0,704.0,552.0,828.0
3,552.0,828.0,552.0,370.0,552.0,160.0,552.0,74.0,552.0,1036.0,552.0,1184.0,552.0,64.0,552.0,64.0,552.0,64.0,552.0,64.0,552.0,64.0,552.0,801.0,552.0,516.0,552.0,516.0,552.0,516.0,552.0,0.0,552.0,552.0,552.0,0.0,552.0,160.0,552.0,160.0,552.0,552.0,552.0,445.0,552.0,552.0,552.0,74.0,552.0,68.0,552.0,340.0,552.0,272.0,552.0,136.0,552.0,476.0,552.0,332.0,552.0,516.0,552.0,0.0,552.0,704.0,552.0,704.0,552.0,801.0
4,552.0,828.0,552.0,460.0,552.0,160.0,552.0,74.0,552.0,1036.0,552.0,1332.0,552.0,64.0,552.0,184.0,552.0,64.0,552.0,64.0,552.0,64.0,552.0,801.0,552.0,516.0,552.0,516.0,552.0,516.0,552.0,552.0,552.0,552.0,552.0,1424.0,552.0,96.0,552.0,160.0,552.0,552.0,552.0,1332.0,552.0,552.0,552.0,184.0,552.0,68.0,552.0,0.0,552.0,68.0,552.0,272.0,552.0,68.0,552.0,332.0,552.0,430.0,552.0,0.0,552.0,704.0,552.0,704.0,552.0,801.0
5,552.0,828.0,552.0,370.0,552.0,160.0,552.0,74.0,552.0,1036.0,552.0,1332.0,552.0,64.0,552.0,64.0,552.0,64.0,552.0,64.0,552.0,64.0,552.0,801.0,552.0,516.0,552.0,516.0,552.0,430.0,552.0,552.0,552.0,552.0,552.0,370.0,552.0,0.0,552.0,160.0,552.0,552.0,552.0,1332.0,552.0,552.0,552.0,74.0,552.0,68.0,552.0,195.0,552.0,68.0,552.0,340.0,552.0,136.0,552.0,332.0,552.0,276.0,552.0,0.0,552.0,704.0,552.0,704.0,552.0,801.0
6,552.0,828.0,552.0,370.0,552.0,160.0,552.0,74.0,552.0,1036.0,552.0,1332.0,552.0,64.0,552.0,64.0,552.0,64.0,552.0,64.0,552.0,64.0,552.0,801.0,552.0,516.0,552.0,688.0,552.0,516.0,552.0,552.0,552.0,552.0,552.0,160.0,552.0,106.0,552.0,288.0,552.0,552.0,552.0,1332.0,552.0,552.0,552.0,0.0,552.0,272.0,552.0,0.0,552.0,350.0,552.0,68.0,552.0,68.0,552.0,332.0,552.0,344.0,552.0,0.0,552.0,83.0,552.0,704.0,552.0,801.0
7,552.0,828.0,552.0,740.0,552.0,160.0,552.0,74.0,552.0,1036.0,552.0,1332.0,552.0,64.0,552.0,64.0,552.0,64.0,552.0,64.0,552.0,64.0,552.0,801.0,552.0,516.0,552.0,516.0,552.0,602.0,552.0,552.0,552.0,222.0,552.0,160.0,552.0,0.0,552.0,160.0,552.0,552.0,552.0,1332.0,552.0,552.0,552.0,1184.0,552.0,68.0,552.0,0.0,552.0,68.0,552.0,184.0,552.0,68.0,552.0,332.0,552.0,516.0,552.0,0.0,552.0,704.0,552.0,704.0,552.0,801.0
8,552.0,828.0,552.0,370.0,552.0,370.0,552.0,370.0,552.0,1332.0,552.0,1332.0,552.0,148.0,552.0,64.0,552.0,64.0,552.0,64.0,552.0,64.0,552.0,801.0,552.0,516.0,552.0,516.0,552.0,688.0,552.0,0.0,552.0,0.0,552.0,160.0,552.0,160.0,552.0,256.0,552.0,552.0,552.0,1332.0,552.0,552.0,552.0,0.0,552.0,68.0,552.0,68.0,552.0,0.0,552.0,89.0,552.0,204.0,552.0,332.0,552.0,516.0,552.0,0.0,552.0,704.0,552.0,704.0,552.0,801.0
9,552.0,828.0,552.0,370.0,552.0,370.0,552.0,370.0,552.0,1332.0,552.0,1332.0,552.0,148.0,552.0,64.0,552.0,64.0,552.0,64.0,552.0,64.0,552.0,801.0,552.0,516.0,552.0,516.0,552.0,516.0,552.0,552.0,552.0,0.0,552.0,160.0,552.0,160.0,552.0,450.0,552.0,552.0,552.0,1332.0,552.0,552.0,552.0,296.0,552.0,68.0,552.0,68.0,552.0,68.0,552.0,0.0,552.0,68.0,552.0,332.0,552.0,516.0,552.0,0.0,552.0,704.0,552.0,704.0,552.0,801.0
